"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1960,22
"LEBANON",1960,704
"LIBERIA",1960,45
"LIBYAN ARAB JAMAHIRIYAH",1960,189
"LUXEMBOURG",1960,3141
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1960,14
"MADAGASCAR",1960,109
"MALI",1960,33
"MALTA",1960,93
"MARTINIQUE",1960,46
"MAURITANIA",1960,10
"MAURITIUS",1960,49
"MEXICO",1960,17212
"MONGOLIA",1960,353
"MOROCCO",1960,993
"MOZAMBIQUE",1960,514
"MYANMAR (FORMERLY BURMA)",1960,741
"NEPAL",1960,22
"NETHERLAND ANTILLES AND ARUBA",1960,3025
"NETHERLANDS",1960,20045
"NEW CALEDONIA",1960,235
"NEW ZEALAND",1960,3148
"NICARAGUA",1960,145
"NIGER",1960,8
"NIGERIA",1960,929
"NORWAY",1960,3573
"PACIFIC ISLANDS (PALAU)",1960,4
"PANAMA",1960,272
"PAPUA NEW GUINEA",1960,49
"PARAGUAY",1960,83
"PENINSULAR MALAYSIA",1960,973
"PERU",1960,2229
"PHILIPPINES",1960,2273
"PLURINATIONAL STATE OF BOLIVIA",1960,274
"POLAND",1960,54477
"PORTUGAL",1960,2243
"QATAR",1960,48
"REPUBLIC OF CAMEROON",1960,74
"REPUBLIC OF KOREA",1960,3423
"REPUBLIC OF SOUTH VIETNAM",1960,422
"REUNION",1960,20
"RHODESIA-NYASALAND",1960,2931
"ROMANIA",1960,14576
"RWANDA-URUNDI",1960,29
"RYUKYU ISLANDS",1960,90
"SABAH",1960,35
"SAINT LUCIA",1960,4
"SAMOA",1960,4
"SAO TOME & PRINCIPE",1960,3
"SARAWAK",1960,139
"SAUDI ARABIA",1960,730
"SENEGAL",1960,226
"SIERRA LEONE",1960,195
"SINGAPORE",1960,380
"SOLOMON ISLANDS",1960,3
"SOMALIA",1960,23
"SOUTH AFRICA",1960,26707
"SPAIN",1960,13343
"SRI LANKA",1960,616
"ST. KITTS-NEVIS-ANGUILLA",1960,3
"ST. PIERRE & MIQUELON",1960,10
"ST. VINCENT & THE GRENADINES",1960,3
"SUDAN",1960,371
"SURINAME",1960,118
"SWAZILAND",1960,9
"SWEDEN",1960,13423
"SWITZERLAND",1960,5324
"SYRIAN ARAB REPUBLIC",1960,879
"TAIWAN",1960,3242
"TANGANYIKA",1960,217
"THAILAND",1960,1013
"TOGO",1960,18
"TONGA",1960,3
"TRINIDAD AND TOBAGO",1960,704
"TUNISIA",1960,471
"TURKEY",1960,4587
"UGANDA",1960,115
"UNITED ARAB EMIRATES",1960,3
"UNITED KINGDOM",1960,159340
"UNITED STATES OF AMERICA",1960,788300
"URUGUAY",1960,1178
"USSR",1960,395047
"VENEZUELA",1960,15563
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1960,9548
"ZANZIBAR",1960,9
