"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"INDIA",1957,27084
"INDONESIA",1957,6117
"IRAQ",1957,1630
"IRELAND",1957,2653
"ISLAMIC REPUBLIC OF IRAN",1957,5950
"ISRAEL",1957,1412
"ITALY (INCLUDING SAN MARINO)",1957,23779
"JAMAICA",1957,438
"JAPAN",1957,51345
"JORDAN",1957,135
"KENYA",1957,623
"KUWAIT",1957,600
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1957,16
"LEBANON",1957,564
"LIBERIA",1957,23
"LIBYAN ARAB JAMAHIRIYAH",1957,85
"LUXEMBOURG",1957,2958
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1957,8
"MADAGASCAR",1957,86
"MALTA",1957,85
"MARTINIQUE",1957,44
"MAURITIUS",1957,60
"MEXICO",1957,13452
"MONGOLIA",1957,208
"MOROCCO",1957,834
"MOZAMBIQUE",1957,483
"MYANMAR (FORMERLY BURMA)",1957,573
"NEPAL",1957,15
"NETHERLAND ANTILLES AND ARUBA",1957,3120
"NETHERLANDS",1957,17580
"NEW CALEDONIA",1957,291
"NEW ZEALAND",1957,2813
"NICARAGUA",1957,114
"NIGERIA",1957,869
"NORWAY",1957,3101
"PACIFIC ISLANDS (PALAU)",1957,4
"PANAMA",1957,208
"PAPUA NEW GUINEA",1957,40
"PARAGUAY",1957,58
"PENINSULAR MALAYSIA",1957,812
"PERU",1957,1822
"PHILIPPINES",1957,1837
"PLURINATIONAL STATE OF BOLIVIA",1957,274
"POLAND",1957,48772
"PORTUGAL",1957,2125
"QATAR",1957,85
"REPUBLIC OF CAMEROON",1957,70
"REPUBLIC OF KOREA",1957,2242
"REPUBLIC OF SOUTH VIETNAM",1957,353
"REUNION",1957,16
"RHODESIA-NYASALAND",1957,3085
"ROMANIA",1957,12538
"RWANDA-URUNDI",1957,8
"RYUKYU ISLANDS",1957,60
"SABAH",1957,21
"SAINT LUCIA",1957,3
"SAMOA",1957,4
"SAO TOME & PRINCIPE",1957,3
"SARAWAK",1957,126
"SAUDI ARABIA",1957,573
"SIERRA LEONE",1957,106
"SINGAPORE",1957,472
"SOLOMON ISLANDS",1957,3
"SOMALIA",1957,20
"SOUTH AFRICA",1957,24471
"SPAIN",1957,13710
"SRI LANKA",1957,633
"ST. KITTS-NEVIS-ANGUILLA",1957,3
"ST. PIERRE & MIQUELON",1957,11
"ST. VINCENT & THE GRENADINES",1957,2
"SUDAN",1957,315
"SURINAME",1957,102
"SWAZILAND",1957,1
"SWEDEN",1957,10604
"SWITZERLAND",1957,4831
"SYRIAN ARAB REPUBLIC",1957,541
"TAIWAN",1957,2234
"TANGANYIKA",1957,199
"THAILAND",1957,798
"TOGO",1957,13
"TONGA",1957,2
"TRINIDAD AND TOBAGO",1957,700
"TUNISIA",1957,430
"TURKEY",1957,4360
"UGANDA",1957,76
"UNITED KINGDOM",1957,155676
"UNITED STATES OF AMERICA",1957,772001
"URUGUAY",1957,1210
"USSR",1957,338105
"VENEZUELA",1957,18993
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1957,7737
"ZANZIBAR",1957,9
