"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"NEW CALEDONIA",1980,546
"NEW ZEALAND",1980,4761
"NICARAGUA",1980,553
"NIGER",1980,156
"NIGERIA",1980,18586
"NIUE",1980,1
"NORWAY",1980,10377
"OMAN",1980,1649
"PACIFIC ISLANDS (PALAU)",1980,43
"PAKISTAN",1980,8745
"PANAMA",1980,852
"PAPUA NEW GUINEA",1980,499
"PARAGUAY",1980,407
"PERU",1980,6578
"PHILIPPINES",1980,10090
"PLURINATIONAL STATE OF BOLIVIA",1980,1273
"POLAND",1980,126691
"PORTUGAL",1980,7359
"QATAR",1980,3572
"REPUBLIC OF CAMEROON",1980,1065
"REPUBLIC OF KOREA",1980,36779
"REUNION",1980,222
"ROMANIA",1980,53618
"RWANDA",1980,135
"SAINT LUCIA",1980,31
"SAMOA",1980,27
"SAO TOME & PRINCIPE",1980,11
"SAUDI ARABIA",1980,46197
"SENEGAL",1980,914
"SEYCHELLES",1980,26
"SIERRA LEONE",1980,166
"SINGAPORE",1980,8572
"SOLOMON ISLANDS",1980,28
"SOMALIA",1980,222
"SOUTH AFRICA",1980,62300
"SPAIN",1980,58632
"SRI LANKA",1980,930
"ST. KITTS-NEVIS-ANGUILLA",1980,14
"ST. PIERRE & MIQUELON",1980,10
"ST. VINCENT & THE GRENADINES",1980,10
"SUDAN",1980,1022
"SURINAME",1980,647
"SWAZILAND",1980,127
"SWEDEN",1980,19569
"SWITZERLAND",1980,11055
"SYRIAN ARAB REPUBLIC",1980,5673
"TAIWAN",1980,22812
"THAILAND",1980,10945
"TOGO",1980,196
"TONGA",1980,11
"TRINIDAD AND TOBAGO",1980,4619
"TUNISIA",1980,2589
"TURKEY",1980,20661
"UGANDA",1980,171
"UNITED ARAB EMIRATES",1980,10064
"UNITED KINGDOM",1980,157974
"UNITED REPUBLIC OF TANZANIA",1980,514
"UNITED STATES OF AMERICA",1980,1288031
"URUGUAY",1980,1592
"USSR",1980,952009
"VANUATU",1980,17
"VENEZUELA",1980,24762
"VIET NAM",1980,4587
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1980,29307
"ZAMBIA",1980,963
"ZIMBABWE",1980,2628
