"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"GREECE",1972,8610
"GREENLAND",1972,151
"GRENADA",1972,13
"GUADELOUPE",1972,103
"GUATEMALA",1972,739
"GUINEA",1972,227
"GUINEA BISSAU",1972,18
"GUYANA",1972,426
"HAITI",1972,107
"HONDURAS",1972,419
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",1972,2532
"HUNGARY",1972,18934
"ICELAND",1972,405
"INDIA",1972,59408
"INDONESIA",1972,11819
"IRAQ",1972,8059
"IRELAND",1972,6014
"ISLAMIC REPUBLIC OF IRAN",1972,28938
"ISRAEL",1972,4618
"ITALY (INCLUDING SAN MARINO)",1972,89711
"JAMAICA",1972,1715
"JAPAN",1972,232717
"JORDAN",1972,523
"KENYA",1972,1056
"KIRIBATI",1972,7
"KUWAIT",1972,7536
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1972,133
"LEBANON",1972,1562
"LIBERIA",1972,411
"LIBYAN ARAB JAMAHIRIYAH",1972,4154
"LUXEMBOURG",1972,3680
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1972,63
"MADAGASCAR",1972,351
"MALAWI",1972,149
"MALAYSIA",1972,4885
"MALDIVES",1972,1
"MALI",1972,67
"MALTA",1972,229
"MARTINIQUE",1972,214
"MAURITANIA",1972,122
"MAURITIUS",1972,188
"MEXICO",1972,36122
"MONGOLIA",1972,895
"MONTSERRAT",1972,4
"MOROCCO",1972,2195
"MOZAMBIQUE",1972,900
"MYANMAR (FORMERLY BURMA)",1972,1336
"NAURU",1972,21
"NEPAL",1972,73
"NETHERLAND ANTILLES AND ARUBA",1972,3833
"NETHERLANDS",1972,43031
"NEW CALEDONIA",1972,465
"NEW ZEALAND",1972,4417
"NICARAGUA",1972,438
"NIGER",1972,69
"NIGERIA",1972,11297
"NIUE",1972,1
"NORWAY",1972,8025
"OMAN",1972,570
"PACIFIC ISLANDS (PALAU)",1972,47
"PAKISTAN",1972,5162
"PANAMA",1972,764
"PAPUA NEW GUINEA",1972,346
"PARAGUAY",1972,195
"PERU",1972,4956
"PHILIPPINES",1972,7211
"PLURINATIONAL STATE OF BOLIVIA",1972,974
"POLAND",1972,89979
"PORTUGAL",1972,5004
"QATAR",1972,2941
"REPUBLIC OF CAMEROON",1972,235
"REPUBLIC OF KOREA",1972,16454
"REUNION",1972,95
"ROMANIA",1972,36112
"RWANDA",1972,18
"RYUKYU ISLANDS",1972,2458
"SAINT LUCIA",1972,21
"SAMOA",1972,10
"SAO TOME & PRINCIPE",1972,3
"SAUDI ARABIA",1972,19183
"SENEGAL",1972,397
"SEYCHELLES",1972,12
"SIERRA LEONE",1972,185
"SINGAPORE",1972,6065
"SOLOMON ISLANDS",1972,15
"SOMALIA",1972,64
"SOUTH AFRICA",1972,46830
"SPAIN",1972,39549
"SRI LANKA",1972,966
"ST. KITTS-NEVIS-ANGUILLA",1972,8
"ST. PIERRE & MIQUELON",1972,19
"ST. VINCENT & THE GRENADINES",1972,10
"SUDAN",1972,1467
"SURINAME",1972,476
"SWAZILAND",1972,104
"SWEDEN",1972,23120
"SWITZERLAND",1972,11719
"SYRIAN ARAB REPUBLIC",1972,2118
"TAIWAN",1972,9797
"THAILAND",1972,5955
"TOGO",1972,109
"TONGA",1972,6
"TRINIDAD AND TOBAGO",1972,2248
"TUNISIA",1972,1292
"TURKEY",1972,14687
"UGANDA",1972,377
"UNITED ARAB EMIRATES",1972,6396
"UNITED KINGDOM",1972,176844
"UNITED REPUBLIC OF TANZANIA",1972,591
"UNITED STATES OF AMERICA",1972,1244874
"URUGUAY",1972,1657
"USSR",1972,718559
"VANUATU",1972,17
"VENEZUELA",1972,17065
"VIET NAM",1972,6288
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1972,19513
"ZAMBIA",1972,1109
"ZIMBABWE",1972,2243
