"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"TUVALU",1991,2
"UGANDA",1991,213
"UNITED ARAB EMIRATES",1991,15547
"UNITED KINGDOM",1991,154576
"UNITED REPUBLIC OF TANZANIA",1991,654
"UNITED STATES OF AMERICA",1991,1314657
"URUGUAY",1991,1242
"USSR",1991,997905
"VANUATU",1991,18
"VENEZUELA",1991,31481
"VIET NAM",1991,5850
"YEMEN",1991,2511
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1991,25710
"ZAMBIA",1991,659
"ZIMBABWE",1991,4351
