"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"JORDAN",1962,286
"KENYA",1962,716
"KIRIBATI",1962,3
"KUWAIT",1962,3897
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1962,36
"LEBANON",1962,779
"LIBERIA",1962,69
"LIBYAN ARAB JAMAHIRIYAH",1962,286
"LUXEMBOURG",1962,3150
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1962,26
"MADAGASCAR",1962,108
"MALI",1962,38
"MALTA",1962,90
"MARTINIQUE",1962,47
"MAURITANIA",1962,17
"MAURITIUS",1962,69
"MEXICO",1962,17401
"MONGOLIA",1962,538
"MONTSERRAT",1962,1
"MOROCCO",1962,840
"MOZAMBIQUE",1962,542
"MYANMAR (FORMERLY BURMA)",1962,786
"NEPAL",1962,24
"NETHERLAND ANTILLES AND ARUBA",1962,3467
"NETHERLANDS",1962,22732
"NEW CALEDONIA",1962,154
"NEW ZEALAND",1962,3057
"NICARAGUA",1962,180
"NIGER",1962,18
"NIGERIA",1962,1140
"NORWAY",1962,3839
"PACIFIC ISLANDS (PALAU)",1962,14
"PANAMA",1962,325
"PAPUA NEW GUINEA",1962,54
"PARAGUAY",1962,107
"PENINSULAR MALAYSIA",1962,1111
"PERU",1962,2719
"PHILIPPINES",1962,2822
"PLURINATIONAL STATE OF BOLIVIA",1962,300
"POLAND",1962,59126
"PORTUGAL",1962,2537
"QATAR",1962,52
"REPUBLIC OF CAMEROON",1962,79
"REPUBLIC OF KOREA",1962,4712
"REPUBLIC OF SOUTH VIETNAM",1962,490
"REUNION",1962,25
"RHODESIA-NYASALAND",1962,2411
"ROMANIA",1962,17420
"RWANDA",1962,23
"RYUKYU ISLANDS",1962,113
"SABAH",1962,54
"SAINT LUCIA",1962,5
"SAMOA",1962,5
"SAO TOME & PRINCIPE",1962,3
"SARAWAK",1962,139
"SAUDI ARABIA",1962,1706
"SENEGAL",1962,222
"SIERRA LEONE",1962,89
"SINGAPORE",1962,703
"SOLOMON ISLANDS",1962,4
"SOMALIA",1962,29
"SOUTH AFRICA",1962,28843
"SPAIN",1962,16377
"SRI LANKA",1962,699
"ST. KITTS-NEVIS-ANGUILLA",1962,4
"ST. PIERRE & MIQUELON",1962,9
"ST. VINCENT & THE GRENADINES",1962,3
"SUDAN",1962,405
"SURINAME",1962,135
"SWEDEN",1962,13997
"SWITZERLAND",1962,6587
"SYRIAN ARAB REPUBLIC",1962,874
"TAIWAN",1962,3868
"TANGANYIKA",1962,198
"THAILAND",1962,1373
"TOGO",1962,24
"TONGA",1962,3
"TRINIDAD AND TOBAGO",1962,1974
"TUNISIA",1962,490
"TURKEY",1962,5899
"UGANDA",1962,117
"UNITED ARAB EMIRATES",1962,5
"UNITED KINGDOM",1962,161811
"UNITED STATES OF AMERICA",1962,814619
"URUGUAY",1962,1094
"USSR",1962,427584
"VANUATU",1962,11
"VENEZUELA",1962,14755
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1962,10270
"ZANZIBAR",1962,11
