"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"PLURINATIONAL STATE OF BOLIVIA",1982,1186
"POLAND",1982,115138
"PORTUGAL",1982,7978
"QATAR",1982,3369
"REPUBLIC OF CAMEROON",1982,1730
"REPUBLIC OF KOREA",1982,38698
"REUNION",1982,236
"ROMANIA",1982,53388
"RWANDA",1982,166
"SAINT HELENA",1982,1
"SAINT LUCIA",1982,31
"SAMOA",1982,31
"SAO TOME & PRINCIPE",1982,13
"SAUDI ARABIA",1982,43112
"SENEGAL",1982,833
"SEYCHELLES",1982,23
"SIERRA LEONE",1982,151
"SINGAPORE",1982,8113
"SOLOMON ISLANDS",1982,33
"SOMALIA",1982,196
"SOUTH AFRICA",1982,76561
"SPAIN",1982,57242
"SRI LANKA",1982,1227
"ST. KITTS-NEVIS",1982,18
"ST. PIERRE & MIQUELON",1982,11
"ST. VINCENT & THE GRENADINES",1982,11
"SUDAN",1982,1044
"SURINAME",1982,511
"SWAZILAND",1982,119
"SWEDEN",1982,16987
"SWITZERLAND",1982,9989
"SYRIAN ARAB REPUBLIC",1982,6678
"TAIWAN",1982,20593
"THAILAND",1982,10338
"TOGO",1982,200
"TONGA",1982,12
"TRINIDAD AND TOBAGO",1982,5025
"TUNISIA",1982,2598
"TURKEY",1982,23722
"UGANDA",1982,149
"UNITED ARAB EMIRATES",1982,10055
"UNITED KINGDOM",1982,149583
"UNITED REPUBLIC OF TANZANIA",1982,591
"UNITED STATES OF AMERICA",1982,1174461
"URUGUAY",1982,1329
"USSR",1982,951683
"VANUATU",1982,14
"VENEZUELA",1982,25472
"VIET NAM",1982,5013
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1982,29302
"ZAMBIA",1982,960
"ZIMBABWE",1982,2403
