"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"KENYA",1984,1178
"KIRIBATI",1984,6
"KUWAIT",1984,7736
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1984,50
"LEBANON",1984,1923
"LIBERIA",1984,191
"LIBYAN ARAB JAMAHIRIYAH",1984,7806
"LUXEMBOURG",1984,2435
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1984,165
"MADAGASCAR",1984,237
"MALAWI",1984,152
"MALAYSIA",1984,9462
"MALDIVES",1984,16
"MALI",1984,119
"MALTA",1984,372
"MARTINIQUE",1984,404
"MAURITANIA",1984,238
"MAURITIUS",1984,171
"MEXICO",1984,75709
"MONGOLIA",1984,1759
"MONTSERRAT",1984,6
"MOROCCO",1984,4858
"MOZAMBIQUE",1984,419
"MYANMAR (FORMERLY BURMA)",1984,1792
"NAURU",1984,34
"NEPAL",1984,192
"NETHERLAND ANTILLES AND ARUBA",1984,3913
"NETHERLANDS",1984,39557
"NEW CALEDONIA",1984,329
"NEW ZEALAND",1984,5262
"NICARAGUA",1984,505
"NIGER",1984,271
"NIGERIA",1984,18987
"NIUE",1984,1
"NORWAY",1984,11033
"OMAN",1984,2198
"PACIFIC ISLANDS (PALAU)",1984,43
"PAKISTAN",1984,11687
"PANAMA",1984,786
"PAPUA NEW GUINEA",1984,558
"PARAGUAY",1984,408
"PERU",1984,5643
"PHILIPPINES",1984,8452
"PLURINATIONAL STATE OF BOLIVIA",1984,1102
"POLAND",1984,118324
"PORTUGAL",1984,7926
"QATAR",1984,3363
"REPUBLIC OF CAMEROON",1984,1652
"REPUBLIC OF KOREA",1984,44699
"REUNION",1984,272
"ROMANIA",1984,51615
"RWANDA",1984,173
"SAINT HELENA",1984,1
"SAINT LUCIA",1984,31
"SAMOA",1984,31
"SAO TOME & PRINCIPE",1984,14
"SAUDI ARABIA",1984,42464
"SENEGAL",1984,902
"SEYCHELLES",1984,27
"SIERRA LEONE",1984,168
"SINGAPORE",1984,9109
"SOLOMON ISLANDS",1984,39
"SOMALIA",1984,195
"SOUTH AFRICA",1984,86160
"SPAIN",1984,54255
"SRI LANKA",1984,1059
"ST. KITTS-NEVIS",1984,14
"ST. PIERRE & MIQUELON",1984,10
"ST. VINCENT & THE GRENADINES",1984,18
"SUDAN",1984,956
"SURINAME",1984,424
"SWAZILAND",1984,91
"SWEDEN",1984,15635
"SWITZERLAND",1984,10683
"SYRIAN ARAB REPUBLIC",1984,9024
"TAIWAN",1984,23182
"THAILAND",1984,12537
"TOGO",1984,166
"TONGA",1984,13
"TRINIDAD AND TOBAGO",1984,4782
"TUNISIA",1984,3149
"TURKEY",1984,26124
"UGANDA",1984,159
"UNITED ARAB EMIRATES",1984,12652
"UNITED KINGDOM",1984,144351
"UNITED REPUBLIC OF TANZANIA",1984,646
"UNITED STATES OF AMERICA",1984,1220396
"URUGUAY",1984,941
"USSR",1984,974014
"VANUATU",1984,15
"VENEZUELA",1984,25421
"VIET NAM",1984,4786
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1984,33275
"ZAMBIA",1984,769
"ZIMBABWE",1984,2706
