"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"AFGHANISTAN",1977,652
"ALBANIA",1977,1560
"ALGERIA",1977,11424
"ANGOLA",1977,964
"ANTIGUA & BARBUDA",1977,127
"ARGENTINA",1977,27486
"AUSTRALIA",1977,51210
"AUSTRIA",1977,15331
"BAHAMAS",1977,2650
"BAHRAIN",1977,2037
"BANGLADESH",1977,1585
"BARBADOS",1977,161
"BELGIUM",1977,34516
"BELIZE",1977,54
"BENIN",1977,81
"BERMUDA",1977,124
"BHUTAN",1977,2
"BOTSWANA",1977,213
"BRAZIL",1977,44440
"BRITISH VIRGIN ISLANDS",1977,8
"BRUNEI (DARUSSALAM)",1977,1744
"BULGARIA",1977,20717
"BURKINA FASO",1977,68
"BURUNDI",1977,27
"CAMBODIA",1977,20
"CANADA",1977,111304
"CAPE VERDE",1977,22
"CAYMAN ISLANDS",1977,19
"CENTRAL AFRICAN REPUBLIC",1977,35
"CHAD",1977,54
"CHILE",1977,6302
"CHINA (MAINLAND)",1977,357325
"CHRISTMAS ISLAND",1977,25
"COLOMBIA",1977,10732
"COMOROS",1977,11
"CONGO",1977,131
"COOK ISLANDS",1977,8
"COSTA RICA",1977,713
"COTE D IVOIRE",1977,1106
"CUBA",1977,8018
"CYPRUS",1977,728
"CZECHOSLOVAKIA",1977,67048
"DEMOCRATIC PEOPLE S REPUBLIC OF KOREA",1977,31052
"DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE)",1977,951
"DENMARK",1977,16866
"DJIBOUTI",1977,54
"DOMINICA",1977,7
"DOMINICAN REPUBLIC",1977,1531
"ECUADOR",1977,2041
"EGYPT",1977,10326
"EL SALVADOR",1977,624
"EQUATORIAL GUINEA",1977,17
"ETHIOPIA",1977,286
"FAEROE ISLANDS",1977,111
"FALKLAND ISLANDS (MALVINAS)",1977,4
"FEDERAL REPUBLIC OF GERMANY",1977,204846
"FIJI",1977,209
"FINLAND",1977,13695
"FORMER DEMOCRATIC YEMEN",1977,577
"FORMER GERMAN DEMOCRATIC REPUBLIC",1977,82873
"FORMER PANAMA CANAL ZONE",1977,309
"FORMER YEMEN",1977,236
"FRANCE (INCLUDING MONACO)",1977,131131
"FRENCH GUIANA",1977,93
"FRENCH POLYNESIA",1977,75
"GABON",1977,1722
"GAMBIA",1977,31
"GHANA",1977,819
"GIBRALTAR",1977,21
"GREECE",1977,12817
"GREENLAND",1977,197
"GRENADA",1977,13
"GUADELOUPE",1977,143
"GUATEMALA",1977,1040
"GUINEA",1977,246
"GUINEA BISSAU",1977,28
"GUYANA",1977,518
"HAITI",1977,193
"HONDURAS",1977,546
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",1977,3881
"HUNGARY",1977,22690
"ICELAND",1977,520
"INDIA",1977,76098
"INDONESIA",1977,22480
"IRAQ",1977,11920
"IRELAND",1977,6427
"ISLAMIC REPUBLIC OF IRAN",1977,44715
"ISRAEL",1977,5425
"ITALY (INCLUDING SAN MARINO)",1977,97130
"JAMAICA",1977,2031
"JAPAN",1977,255035
"JORDAN",1977,863
"KENYA",1977,1379
"KIRIBATI",1977,6
"KUWAIT",1977,4696
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1977,63
"LEBANON",1977,1520
"LIBERIA",1977,402
"LIBYAN ARAB JAMAHIRIYAH",1977,5483
"LUXEMBOURG",1977,2980
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1977,84
"MADAGASCAR",1977,231
"MALAWI",1977,174
"MALAYSIA",1977,6166
"MALDIVES",1977,4
"MALI",1977,113
"MALTA",1977,219
"MARTINIQUE",1977,233
"MAURITANIA",1977,152
"MAURITIUS",1977,175
"MEXICO",1977,52590
"MONGOLIA",1977,1356
"MONTSERRAT",1977,7
"MOROCCO",1977,3464
"MOZAMBIQUE",1977,740
"MYANMAR (FORMERLY BURMA)",1977,1411
"NAURU",1977,31
"NEPAL",1977,92
"NETHERLAND ANTILLES AND ARUBA",1977,3114
"NETHERLANDS",1977,44799
"NEW CALEDONIA",1977,584
"NEW ZEALAND",1977,5536
"NICARAGUA",1977,774
"NIGER",1977,100
"NIGERIA",1977,13790
"NIUE",1977,1
"NORWAY",1977,8473
"OMAN",1977,2320
"PACIFIC ISLANDS (PALAU)",1977,50
"PAKISTAN",1977,6651
"PANAMA",1977,944
"PAPUA NEW GUINEA",1977,431
"PARAGUAY",1977,316
"PERU",1977,6365
"PHILIPPINES",1977,10023
"PLURINATIONAL STATE OF BOLIVIA",1977,1222
"POLAND",1977,114269
"PORTUGAL",1977,6198
"QATAR",1977,2707
"REPUBLIC OF CAMEROON",1977,427
"REPUBLIC OF KOREA",1977,28828
"REUNION",1977,177
"ROMANIA",1977,48650
"RWANDA",1977,73
"SAINT LUCIA",1977,19
"SAMOA",1977,22
"SAO TOME & PRINCIPE",1977,8
"SAUDI ARABIA",1977,32227
"SENEGAL",1977,612
"SEYCHELLES",1977,23
"SIERRA LEONE",1977,140
"SINGAPORE",1977,7720
"SOLOMON ISLANDS",1977,22
"SOMALIA",1977,218
"SOUTH AFRICA",1977,54527
"SPAIN",1977,53358
"SRI LANKA",1977,796
"ST. KITTS-NEVIS-ANGUILLA",1977,10
"ST. PIERRE & MIQUELON",1977,10
"ST. VINCENT & THE GRENADINES",1977,9
"SUDAN",1977,1038
"SURINAME",1977,518
"SWAZILAND",1977,93
"SWEDEN",1977,23399
"SWITZERLAND",1977,11204
"SYRIAN ARAB REPUBLIC",1977,3999
"TAIWAN",1977,16697
"THAILAND",1977,8770
"TOGO",1977,126
"TONGA",1977,8
"TRINIDAD AND TOBAGO",1977,4411
"TUNISIA",1977,1843
"TURKEY",1977,22245
"UGANDA",1977,220
"UNITED ARAB EMIRATES",1977,10577
"UNITED KINGDOM",1977,164916
"UNITED REPUBLIC OF TANZANIA",1977,549
"UNITED STATES OF AMERICA",1977,1293235
"URUGUAY",1977,1541
"USSR",1977,878142
"VANUATU",1977,14
"VENEZUELA",1977,17380
"VIET NAM",1977,4166
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1977,24520
"ZAMBIA",1977,1021
"ZIMBABWE",1977,2536
