"iso","treecover_loss__ha","treecover_loss__year"
"AGO",229710.487435927,2016
"ALA",672.659233779216,2016
"ALB",928.449622338456,2016
"AND",0.627510828626396,2016
"ARG",230189.421127335,2016
"ARM",30.0475796445518,2016
"ATG",14.4253997362932,2016
"AUS",430905.576903537,2016
"AUT",17210.2931877587,2016
"AZE",25.4752098674396,2016
"BDI",1575.87445005665,2016
"BEL",4512.34253406623,2016
"BEN",2015.97781767077,2016
"BGD",21196.2280157642,2016
"BGR",7394.53885811202,2016
"BHS",3136.08465530658,2016
"BIH",2307.9795262472,2016
"BLR",90486.8356861563,2016
"BLZ",20510.7058055071,2016
"BOL",470600.821376351,2016
"BRA",5378844.03454087,2016
"BRB",14.3162589863338,2016
"BRN",2572.58412813668,2016
"BTN",1962.95232269413,2016
"BWA",0.727647686450717,2016
"CAF",51151.994115956,2016
"CAN",2084425.67487839,2016
"CHE",1678.99009871802,2016
"CHL",113904.393784381,2016
"CHN",718689.105153616,2016
"CIV",221099.811264934,2016
"CMR",116619.230026566,2016
"COD",1381278.348844,2016
"COG",114303.489462988,2016
"COL",290956.305768051,2016
"COM",124.364788137437,2016
"CRI",13791.394239962,2016
"CUB",74052.6980643227,2016
"CUW",2.40785431024239,2016
"CYM",70.0605003611638,2016
"CYP",568.915394140915,2016
"CZE",22808.4916520237,2016
"DEU",26877.0592036813,2016
"DMA",7.12397675603372,2016
"DNK",4656.34052004633,2016
"DOM",24907.4048392183,2016
"DZA",8011.4837787421,2016
"ECU",44042.9566803027,2016
"EGY",36.728029662153,2016
"ESP",107562.364927256,2016
"EST",36334.8669770508,2016
"ETH",19581.6431074805,2016
"FIN",240428.385273625,2016
"FJI",8372.9940766042,2016
"FRA",60768.469506022,2016
"GAB",32150.6179155352,2016
"GBR",28808.2469888093,2016
"GEO",523.421991056171,2016
"GHA",119244.561757081,2016
"GIN",216012.265506607,2016
"GLP",70.0242340448356,2016
"GMB",5.17054124226819,2016
"GNB",16120.1455297372,2016
"GNQ",9544.93400718043,2016
"GRC",6034.19990319434,2016
"GRD",59.4497626574621,2016
"GTM",178396.804037873,2016
"GUF",6127.21134166547,2016
"GUY",26512.1367053742,2016
"HKG",43.0422953433215,2016
"HND",188442.867328479,2016
"HRV",5372.96312116464,2016
"HTI",17267.0800636465,2016
"HUN",14020.6750005166,2016
"IDN",2422071.53667223,2016
"IMN",17.5784129797438,2016
"IND",175362.344562621,2016
"IRL",9388.15692134137,2016
"IRN",2.40796500678372,2016
"IRQ",0.491736271030788,2016
"ISR",64.8712980901617,2016
"ITA",24721.5909756674,2016
"JAM",1991.389667167,2016
"JPN",54993.7316225252,2016
"KAZ",1288.55061220403,2016
"KEN",19048.3069610932,2016
"KGZ",11.5247770865734,2016
"KHM",182417.953631414,2016
"KNA",8.38889596200801,2016
"KOR",22537.6541723611,2016
"LAO",388035.254384796,2016
"LBN",266.27434058721,2016
"LBR",168585.970085331,2016
"LBY",0.519489630767133,2016
"LCA",107.170384898376,2016
"LIE",5.16363309262704,2016
"LKA",17490.1252239566,2016
"LSO",15.3432298988402,2016
"LTU",25531.6871238129,2016
"LUX",520.680089539106,2016
"LVA",44945.4622309982,2016
"MAR",2041.20256721916,2016
"MDA",833.480386987615,2016
"MDG",383655.624986754,2016
"MEX",274182.58205953,2016
"MKD",1496.47660059355,2016
"MLI",204.828311032089,2016
"MMR",362552.388554309,2016
"MNE",1119.52683255352,2016
"MNG",4142.11333018156,2016
"MOZ",250552.812164533,2016
"MSR",6.26859342458448,2016
"MTQ",26.0592678752734,2016
"MWI",13509.3315619881,2016
"MYS",565249.181773078,2016
"MYT",83.4693142106276,2016
"NAM",1.32068818834307,2016
"NCL",1323.90859335327,2016
"NGA",72189.3869662241,2016
"NIC",142443.748756464,2016
"NLD",1406.63825121514,2016
"NOR",60081.6860296578,2016
"NPL",998.51341691904,2016
"NZL",80358.6065409554,2016
"PAN",17316.7032400481,2016
"PER",230961.628854861,2016
"PHL",129109.707051688,2016
"PNG",177925.926970056,2016
"POL",86510.3371325935,2016
"PRI",599.274683042962,2016
"PRK",11509.2539591022,2016
"PRT",94646.7242896767,2016
"PRY",319823.313247506,2016
"REU",7.40461717919648,2016
"ROU",23045.1540785922,2016
"RUS",5051685.72277597,2016
"RWA",2777.6719175266,2016
"SDN",26.6771069123729,2016
"SEN",254.557353876635,2016
"SGP",154.359627968728,2016
"SLB",17992.7559901133,2016
"SLE",177686.756809654,2016
"SLV",5743.54111356823,2016
"SOM",86.3790476620366,2016
"SRB",4676.28041597568,2016
"SSD",4067.78188527631,2016
"SUR",16877.5963833677,2016
"SVK",16942.8443252093,2016
"SVN",5394.61891912501,2016
"SWE",310348.325695279,2016
"SWZ",4801.90260668923,2016
"SXM",0.292965229570296,2016
"SYR",1812.67370145593,2016
"TCA",18.8870669099674,2016
"TCD",3165.96322905404,2016
"TGO",3463.78882260932,2016
"THA",171638.615468687,2016
"TKM",0.0594439122547878,2016
"TLS",1296.46726953728,2016
"TTO",1351.19613656794,2016
"TUN",1454.95610570496,2016
"TUR",25633.0477347028,2016
"TWN",3322.02311029788,2016
"TZA",152854.229329953,2016
"UGA",67486.0445206755,2016
"UKR",106760.510838363,2016
"URY",23688.3486055394,2016
"USA",2264066.74970771,2016
"VCT",16.0381007168762,2016
"VEN",207335.824901771,2016
"VGB",2.85024297458656,2016
"VIR",8.64897167993062,2016
"VNM",353446.020684712,2016
"VUT",1340.67431192593,2016
"XAD",8.64449936609978,2016
"XKO",912.231316599947,2016
"XNC",21.9746556743158,2016
"ZAF",73546.0679538353,2016
"ZMB",141637.199486423,2016
"ZWE",10955.4806263954,2016
