"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"AFGHANISTAN",1956,50
"ALBANIA",1956,229
"ALGERIA",1956,1364
"ANGOLA",1956,137
"ARGENTINA",1956,12092
"AUSTRALIA",1956,19934
"AUSTRIA",1956,7700
"BAHAMAS",1956,38
"BAHRAIN",1956,288
"BARBADOS",1956,35
"BELGIUM",1956,26419
"BELIZE",1956,8
"BERMUDA",1956,37
"BRAZIL",1956,9995
"BRUNEI (DARUSSALAM)",1956,81
"BULGARIA",1956,3540
"CAMBODIA",1956,36
"CANADA",1956,51807
"CAPE VERDE",1956,8
"CAYMAN ISLANDS",1956,1
"CHILE",1956,3230
"CHINA (MAINLAND)",1956,59047
"COLOMBIA",1956,3440
"COSTA RICA",1956,132
"CUBA",1956,1595
"CYPRUS",1956,184
"CZECHOSLOVAKIA",1956,29290
"DEMOCRATIC PEOPLE S REPUBLIC OF KOREA",1956,2447
"DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE)",1956,867
"DEMOCRATIC REPUBLIC OF VIETNAM",1956,490
"DENMARK",1956,7199
"DJIBOUTI",1956,8
"DOMINICA",1956,1
"DOMINICAN REPUBLIC",1956,269
"EAST & WEST PAKISTAN",1956,2852
"ECUADOR",1956,354
"EGYPT",1956,2715
"EL SALVADOR",1956,144
"EQUATORIAL GUINEA",1956,10
"ETHIOPIA",1956,66
"FAEROE ISLANDS",1956,31
"FALKLAND ISLANDS (MALVINAS)",1956,85
"FEDERAL REPUBLIC OF GERMANY",1956,142587
"FEDERATION OF MALAYA-SINGAPORE",1956,3041
"FIJI",1956,53
"FINLAND",1956,3322
"FORMER DEMOCRATIC YEMEN",1956,626
"FORMER GERMAN DEMOCRATIC REPUBLIC",1956,66551
"FORMER PANAMA CANAL ZONE",1956,29
"FORMER YEMEN",1956,10
"FRANCE (INCLUDING MONACO)",1956,73293
"FRENCH EQUATORIAL AFRICA",1956,95
"FRENCH GUIANA",1956,4
"FRENCH POLYNESIA",1956,12
"FRENCH WEST AFRICA",1956,374
"GAMBIA",1956,5
"GHANA",1956,294
"GIBRALTAR",1956,14
"GREECE",1956,1717
"GREENLAND",1956,39
"GRENADA",1956,3
"GUADELOUPE",1956,25
"GUATEMALA",1956,267
"GUINEA BISSAU",1956,3
"GUYANA",1956,150
"HAITI",1956,72
"HONDURAS",1956,124
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",1956,579
"HUNGARY",1956,9052
"ICELAND",1956,259
"INDIA",1956,24142
"INDONESIA",1956,5953
"IRAQ",1956,1746
"IRELAND",1956,2982
"ISLAMIC REPUBLIC OF IRAN",1956,6225
"ISRAEL",1956,1309
"ITALY (INCLUDING SAN MARINO)",1956,22795
"JAMAICA",1956,344
"JAPAN",1956,43856
"JORDAN",1956,123
"KENYA",1956,606
"KUWAIT",1956,284
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1956,16
"LEBANON",1956,515
"LEEWARD ISLANDS",1956,9
"LIBERIA",1956,13
"LIBYAN ARAB JAMAHIRIYAH",1956,90
"LUXEMBOURG",1956,2830
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1956,7
"MADAGASCAR",1956,87
"MALTA",1956,81
"MARTINIQUE",1956,32
"MAURITIUS",1956,60
"MEXICO",1956,11502
"MONGOLIA",1956,188
"MOROCCO",1956,961
"MOZAMBIQUE",1956,424
"MYANMAR (FORMERLY BURMA)",1956,452
"NEPAL",1956,13
"NETHERLAND ANTILLES AND ARUBA",1956,4568
"NETHERLANDS",1956,17763
"NEW CALEDONIA",1956,318
"NEW ZEALAND",1956,2641
"NICARAGUA",1956,103
"NIGERIA",1956,822
"NORWAY",1956,3263
"PACIFIC ISLANDS (PALAU)",1956,3
"PANAMA",1956,173
"PAPUA NEW GUINEA",1956,35
"PARAGUAY",1956,54
"PERU",1956,1723
"PHILIPPINES",1956,1707
"PLURINATIONAL STATE OF BOLIVIA",1956,302
"POLAND",1956,45424
"PORTUGAL",1956,1956
"QATAR",1956,138
"REPUBLIC OF CAMEROON",1956,65
"REPUBLIC OF KOREA",1956,2062
"REPUBLIC OF SOUTH VIETNAM",1956,304
"REUNION",1956,13
"RHODESIA-NYASALAND",1956,2997
"ROMANIA",1956,11132
"RWANDA-URUNDI",1956,7
"RYUKYU ISLANDS",1956,51
"SABAH",1956,19
"SAINT LUCIA",1956,3
"SAMOA",1956,3
"SAO TOME & PRINCIPE",1956,2
"SARAWAK",1956,122
"SAUDI ARABIA",1956,445
"SIERRA LEONE",1956,49
"SOLOMON ISLANDS",1956,3
"SOMALIA",1956,19
"SOUTH AFRICA",1956,23819
"SPAIN",1956,11559
"SRI LANKA",1956,387
"ST. PIERRE & MIQUELON",1956,9
"ST. VINCENT & THE GRENADINES",1956,2
"SUDAN",1956,245
"SURINAME",1956,93
"SWAZILAND",1956,1
"SWEDEN",1956,11841
"SWITZERLAND",1956,4658
"SYRIAN ARAB REPUBLIC",1956,547
"TAIWAN",1956,2098
"TANGANYIKA",1956,171
"THAILAND",1956,715
"TOGO",1956,11
"TONGA",1956,2
"TRINIDAD AND TOBAGO",1956,786
"TUNISIA",1956,426
"TURKEY",1956,3920
"UGANDA",1956,72
"UNITED KINGDOM",1956,156662
"UNITED STATES OF AMERICA",1956,778631
"URUGUAY",1956,1098
"USSR",1956,308964
"VENEZUELA",1956,17744
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1956,7125
"ZANZIBAR",1956,9
