"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"GRENADA",1979,13
"GUADELOUPE",1979,147
"GUATEMALA",1979,1280
"GUINEA",1979,258
"GUINEA BISSAU",1979,30
"GUYANA",1979,415
"HAITI",1979,206
"HONDURAS",1979,527
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",1979,4332
"HUNGARY",1979,23515
"ICELAND",1979,542
"INDIA",1979,80963
"INDONESIA",1979,25933
"IRAQ",1979,14451
"IRELAND",1979,7469
"ISLAMIC REPUBLIC OF IRAN",1979,44731
"ISRAEL",1979,5732
"ITALY (INCLUDING SAN MARINO)",1979,105663
"JAMAICA",1979,2328
"JAPAN",1979,260600
"JORDAN",1979,1035
"KENYA",1979,1374
"KIRIBATI",1979,7
"KUWAIT",1979,4818
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1979,61
"LEBANON",1979,1679
"LIBERIA",1979,531
"LIBYAN ARAB JAMAHIRIYAH",1979,7099
"LUXEMBOURG",1979,3306
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1979,113
"MADAGASCAR",1979,309
"MALAWI",1979,174
"MALAYSIA",1979,7439
"MALDIVES",1979,8
"MALI",1979,117
"MALTA",1979,247
"MARTINIQUE",1979,194
"MAURITANIA",1979,165
"MAURITIUS",1979,180
"MEXICO",1979,65687
"MONGOLIA",1979,1718
"MONTSERRAT",1979,7
"MOROCCO",1979,4352
"MOZAMBIQUE",1979,721
"MYANMAR (FORMERLY BURMA)",1979,1391
"NAURU",1979,31
"NEPAL",1979,140
"NETHERLAND ANTILLES AND ARUBA",1979,2782
"NETHERLANDS",1979,51217
"NEW CALEDONIA",1979,448
"NEW ZEALAND",1979,4493
"NICARAGUA",1979,467
"NIGER",1979,131
"NIGERIA",1979,19168
"NIUE",1979,1
"NORWAY",1979,9338
"OMAN",1979,2106
"PACIFIC ISLANDS (PALAU)",1979,34
"PAKISTAN",1979,7704
"PANAMA",1979,871
"PAPUA NEW GUINEA",1979,490
"PARAGUAY",1979,363
"PERU",1979,6074
"PHILIPPINES",1979,10400
"PLURINATIONAL STATE OF BOLIVIA",1979,1292
"POLAND",1979,120668
"PORTUGAL",1979,6826
"QATAR",1979,3916
"REPUBLIC OF CAMEROON",1979,499
"REPUBLIC OF KOREA",1979,36327
"REUNION",1979,250
"ROMANIA",1979,53470
"RWANDA",1979,81
"SAINT LUCIA",1979,41
"SAMOA",1979,26
"SAO TOME & PRINCIPE",1979,9
"SAUDI ARABIA",1979,37670
"SENEGAL",1979,791
"SEYCHELLES",1979,33
"SIERRA LEONE",1979,185
"SINGAPORE",1979,9851
"SOLOMON ISLANDS",1979,30
"SOMALIA",1979,133
"SOUTH AFRICA",1979,59697
"SPAIN",1979,55562
"SRI LANKA",1979,1044
"ST. KITTS-NEVIS-ANGUILLA",1979,10
"ST. PIERRE & MIQUELON",1979,10
"ST. VINCENT & THE GRENADINES",1979,8
"SUDAN",1979,974
"SURINAME",1979,626
"SWAZILAND",1979,122
"SWEDEN",1979,23160
"SWITZERLAND",1979,10884
"SYRIAN ARAB REPUBLIC",1979,6149
"TAIWAN",1979,20694
"THAILAND",1979,10018
"TOGO",1979,377
"TONGA",1979,11
"TRINIDAD AND TOBAGO",1979,4561
"TUNISIA",1979,2392
"TURKEY",1979,20610
"UGANDA",1979,184
"UNITED ARAB EMIRATES",1979,9983
"UNITED KINGDOM",1979,175864
"UNITED REPUBLIC OF TANZANIA",1979,565
"UNITED STATES OF AMERICA",1979,1336732
"URUGUAY",1979,1712
"USSR",1979,915905
"VANUATU",1979,17
"VENEZUELA",1979,20881
"VIET NAM",1979,4440
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1979,29804
"ZAMBIA",1979,983
"ZIMBABWE",1979,2577
