"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"PAKISTAN",1988,15875
"PANAMA",1988,799
"PAPUA NEW GUINEA",1988,600
"PARAGUAY",1988,590
"PERU",1988,6847
"PHILIPPINES",1988,10289
"PLURINATIONAL STATE OF BOLIVIA",1988,1175
"POLAND",1988,121619
"PORTUGAL",1988,8979
"QATAR",1988,3253
"REPUBLIC OF CAMEROON",1988,600
"REPUBLIC OF KOREA",1988,60529
"REUNION",1988,367
"ROMANIA",1988,58025
"RWANDA",1988,190
"SAINT HELENA",1988,2
"SAINT LUCIA",1988,45
"SAMOA",1988,31
"SAO TOME & PRINCIPE",1988,13
"SAUDI ARABIA",1988,55237
"SENEGAL",1988,748
"SEYCHELLES",1988,54
"SIERRA LEONE",1988,125
"SINGAPORE",1988,9846
"SOLOMON ISLANDS",1988,43
"SOMALIA",1988,275
"SOUTH AFRICA",1988,93552
"SPAIN",1988,54277
"SRI LANKA",1988,952
"ST. KITTS-NEVIS",1988,18
"ST. PIERRE & MIQUELON",1988,18
"ST. VINCENT & THE GRENADINES",1988,18
"SUDAN",1988,1322
"SURINAME",1988,512
"SWAZILAND",1988,119
"SWEDEN",1988,15665
"SWITZERLAND",1988,11102
"SYRIAN ARAB REPUBLIC",1988,10075
"TAIWAN",1988,30892
"THAILAND",1988,18272
"TOGO",1988,216
"TONGA",1988,19
"TRINIDAD AND TOBAGO",1988,4327
"TUNISIA",1988,3399
"TURKEY",1988,34445
"UGANDA",1988,236
"UNITED ARAB EMIRATES",1988,13190
"UNITED KINGDOM",1988,155567
"UNITED REPUBLIC OF TANZANIA",1988,624
"UNITED STATES OF AMERICA",1988,1334204
"URUGUAY",1988,1311
"USSR",1988,1127857
"VANUATU",1988,18
"VENEZUELA",1988,31660
"VIET NAM",1988,6322
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1988,36457
"ZAMBIA",1988,857
"ZIMBABWE",1988,4391
