"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"NEW CALEDONIA",1973,709
"NEW ZEALAND",1973,4964
"NICARAGUA",1973,499
"NIGER",1973,90
"NIGERIA",1973,13520
"NIUE",1973,1
"NORWAY",1973,8324
"OMAN",1973,576
"PACIFIC ISLANDS (PALAU)",1973,48
"PAKISTAN",1973,5464
"PANAMA",1973,884
"PAPUA NEW GUINEA",1973,367
"PARAGUAY",1973,237
"PERU",1973,5388
"PHILIPPINES",1973,8602
"PLURINATIONAL STATE OF BOLIVIA",1973,943
"POLAND",1973,91663
"PORTUGAL",1973,5455
"QATAR",1973,3400
"REPUBLIC OF CAMEROON",1973,245
"REPUBLIC OF KOREA",1973,19933
"REUNION",1973,105
"ROMANIA",1973,39531
"RWANDA",1973,19
"SAINT LUCIA",1973,22
"SAMOA",1973,10
"SAO TOME & PRINCIPE",1973,4
"SAUDI ARABIA",1973,25944
"SENEGAL",1973,423
"SEYCHELLES",1973,13
"SIERRA LEONE",1973,147
"SINGAPORE",1973,5787
"SOLOMON ISLANDS",1973,18
"SOMALIA",1973,72
"SOUTH AFRICA",1973,47323
"SPAIN",1973,42369
"SRI LANKA",1973,1006
"ST. KITTS-NEVIS-ANGUILLA",1973,8
"ST. PIERRE & MIQUELON",1973,11
"ST. VINCENT & THE GRENADINES",1973,11
"SUDAN",1973,1480
"SURINAME",1973,575
"SWAZILAND",1973,101
"SWEDEN",1973,23825
"SWITZERLAND",1973,12616
"SYRIAN ARAB REPUBLIC",1973,2153
"TAIWAN",1973,10991
"THAILAND",1973,6669
"TOGO",1973,110
"TONGA",1973,7
"TRINIDAD AND TOBAGO",1973,2563
"TUNISIA",1973,1317
"TURKEY",1973,16222
"UGANDA",1973,322
"UNITED ARAB EMIRATES",1973,8353
"UNITED KINGDOM",1973,179993
"UNITED REPUBLIC OF TANZANIA",1973,869
"UNITED STATES OF AMERICA",1973,1300844
"URUGUAY",1973,1575
"USSR",1973,749046
"VANUATU",1973,15
"VENEZUELA",1973,18135
"VIET NAM",1973,6844
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1973,23310
"ZAMBIA",1973,1252
"ZIMBABWE",1973,2531
