"iso","treecover_loss__ha","treecover_loss__year"
"AFG",107.406248242051,2008
"AGO",103582.036353463,2008
"AIA",10.3906512749549,2008
"ALA",1291.94795533457,2008
"ALB",5471.31840387818,2008
"AND",5.247863487197,2008
"ARG",592753.227198378,2008
"ARM",113.031533139217,2008
"ATG",45.6956437829392,2008
"AUS",205726.855713643,2008
"AUT",26895.7431901595,2008
"AZE",472.316924148981,2008
"BDI",1999.44533271009,2008
"BEL",7213.5448857163,2008
"BEN",481.551739863324,2008
"BES",0.590921557111596,2008
"BFA",4.75749902189102,2008
"BGD",4480.08987262034,2008
"BGR",6448.13476697833,2008
"BHS",1949.23576147281,2008
"BIH",1551.78831821442,2008
"BLM",0.146610286253247,2008
"BLR",35896.4819031895,2008
"BLZ",8216.09472987379,2008
"BMU",0.195896767681195,2008
"BOL",369850.56059082,2008
"BRA",2444308.03831691,2008
"BRB",13.7167265902298,2008
"BRN",1299.95055037195,2008
"BTN",775.333695121717,2008
"BWA",26.0632558557417,2008
"CAF",31859.7523407077,2008
"CAN",1949007.8372102,2008
"CHE",2419.26864017439,2008
"CHL",123068.313397638,2008
"CHN",738031.291889055,2008
"CIV",127554.833134287,2008
"CMR",35141.5992778096,2008
"COD",404830.729350621,2008
"COG",17374.3358080333,2008
"COL",231849.499659619,2008
"COM",34.9535987759822,2008
"CPV",0.148145368279614,2008
"CRI",21875.0407981537,2008
"CUB",17083.735766595,2008
"CUW",5.49251806814911,2008
"CYM",32.3461867793498,2008
"CYP",94.7967043798501,2008
"CZE",16872.5100107027,2008
"DEU",61696.1710857704,2008
"DMA",93.3736836967603,2008
"DNK",6060.80810628176,2008
"DOM",21612.2082248492,2008
"DZA",7972.336959549,2008
"ECU",51890.0740495492,2008
"EGY",81.4668298390219,2008
"ESP",44287.9742239981,2008
"EST",18296.5116058116,2008
"ETH",24008.6280058704,2008
"FIN",200192.107048018,2008
"FJI",2387.25711059989,2008
"FRA",86955.3999254,2008
"GAB",17367.1659872639,2008
"GBR",12505.1297859062,2008
"GEO",745.617969513912,2008
"GGY",0.252044675195298,2008
"GHA",37848.6647131925,2008
"GIN",21481.361874486,2008
"GLP",134.859361356243,2008
"GMB",297.212836177969,2008
"GNB",3248.3617539586,2008
"GNQ",4821.67587377368,2008
"GRC",21197.2076812606,2008
"GRD",64.1811465638303,2008
"GTM",77172.9599144838,2008
"GUF",5223.39538207914,2008
"GUY",9460.22006147198,2008
"HKG",26.5169805194272,2008
"HND",43299.0495453055,2008
"HRV",3890.74725456309,2008
"HTI",2191.54892721298,2008
"HUN",8911.60298531732,2008
"IDN",1396251.2897924,2008
"IND",85952.7557300427,2008
"IRL",6923.7862074395,2008
"IRN",374.201338121674,2008
"IRQ",17.80291335376,2008
"ISR",65.0559230837846,2008
"ITA",15153.6151286327,2008
"JAM",2026.92094824631,2008
"JEY",2.07603352147775,2008
"JPN",40839.3151011695,2008
"KAZ",4548.57774634776,2008
"KEN",19224.2086925311,2008
"KGZ",106.686954320142,2008
"KHM",83499.4663232057,2008
"KNA",22.8081658066526,2008
"KOR",14022.0319056205,2008
"LAO",80591.8661955684,2008
"LBN",393.7967701828,2008
"LBR",36172.3847884747,2008
"LBY",5.71957711505329,2008
"LCA",56.1125676719576,2008
"LIE",8.85167378473266,2008
"LKA",6499.71868646545,2008
"LSO",5.78641284760306,2008
"LTU",15203.3658641734,2008
"LUX",983.528760280446,2008
"LVA",29308.3117033056,2008
"MAC",3.64118576193767,2008
"MAF",2.92932806489892,2008
"MAR",3409.46599736004,2008
"MDA",135.105310732725,2008
"MDG",123502.267318422,2008
"MDV",6.65292515358989,2008
"MEX",184377.247564302,2008
"MKD",3960.28725261987,2008
"MLI",105.644875996863,2008
"MLT",0.939207352267742,2008
"MMR",119216.278187904,2008
"MNE",1429.19037131522,2008
"MNG",56001.4585836242,2008
"MOZ",204759.703790351,2008
"MSR",6.56391104959731,2008
"MTQ",278.12291535146,2008
"MUS",188.635734741321,2008
"MWI",9724.4332244271,2008
"MYS",367972.326852432,2008
"MYT",42.7912338955019,2008
"NAM",33.5088519107548,2008
"NCL",521.780202640362,2008
"NGA",27470.6587361207,2008
"NIC",53814.3458821267,2008
"NLD",1150.75228173457,2008
"NOR",33815.4005206756,2008
"NPL",2991.81297331045,2008
"NZL",61372.2440415796,2008
"OMN",0.0692374569813329,2008
"PAK",1054.17252262187,2008
"PAN",39945.2145763635,2008
"PER",126614.391862306,2008
"PHL",38702.7045517065,2008
"PLW",64.5448536453243,2008
"PNG",71045.2111678408,2008
"POL",47941.0602183403,2008
"PRI",1215.50516191021,2008
"PRK",18782.9378848232,2008
"PRT",33614.9566234632,2008
"PRY",376342.829508156,2008
"PSE",2.54626455727155,2008
"REU",15.1003562754474,2008
"ROU",17535.3640436615,2008
"RUS",3047988.24815511,2008
"RWA",1100.63059530873,2008
"SDN",55.4770885087284,2008
"SEN",285.269920199577,2008
"SGP",35.4565092146062,2008
"SLB",8171.09597364553,2008
"SLE",20924.7092760362,2008
"SLV",3324.58699047694,2008
"SMR",0.39037321035154,2008
"SOM",250.205047444225,2008
"SRB",3260.22161477446,2008
"SSD",9009.28934335029,2008
"SUR",7510.65375125864,2008
"SVK",13466.1138148495,2008
"SVN",1856.87272013754,2008
"SWE",293724.063586125,2008
"SWZ",4582.2589518616,2008
"SXM",1.61125397890616,2008
"SYR",834.157742396296,2008
"TCA",61.2384144215792,2008
"TCD",3402.1114847172,2008
"TGO",1177.75081835529,2008
"THA",80143.3179791909,2008
"TJK",33.1141362832129,2008
"TKM",74.7402183340175,2008
"TLS",832.729144026945,2008
"TTO",1269.89814536696,2008
"TUN",718.281967520983,2008
"TUR",28891.3738764054,2008
"TWN",2311.26756428528,2008
"TZA",164250.732895833,2008
"UGA",36925.978975636,2008
"UKR",53015.8633441831,2008
"URY",23597.1978186045,2008
"USA",2213723.53874772,2008
"UZB",43.5204278955775,2008
"VCT",41.8996446927541,2008
"VEN",120575.161553238,2008
"VGB",7.01528945754634,2008
"VIR",40.0191943511396,2008
"VNM",108285.756694,2008
"VUT",194.058884805056,2008
"XAD",1.39677364240009,2008
"XCA",16.2681669219705,2008
"XKO",1143.16179400193,2008
"XNC",20.1839663409073,2008
"ZAF",81375.5653692899,2008
"ZMB",66180.2211192914,2008
"ZWE",5435.13086861546,2008
