"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"MARTINIQUE",1986,374
"MAURITANIA",1986,102
"MAURITIUS",1986,218
"MEXICO",1986,80327
"MONGOLIA",1986,2638
"MONTSERRAT",1986,8
"MOROCCO",1986,5149
"MOZAMBIQUE",1986,268
"MYANMAR (FORMERLY BURMA)",1986,1852
"NAURU",1986,44
"NEPAL",1986,192
"NETHERLAND ANTILLES",1986,829
"NETHERLANDS",1986,39568
"NEW CALEDONIA",1986,383
"NEW ZEALAND",1986,6243
"NICARAGUA",1986,617
"NIGER",1986,246
"NIGERIA",1986,20045
"NIUE",1986,1
"NORWAY",1986,12838
"OMAN",1986,2693
"PACIFIC ISLANDS (PALAU)",1986,44
"PAKISTAN",1986,13486
"PANAMA",1986,751
"PAPUA NEW GUINEA",1986,563
"PARAGUAY",1986,454
"PERU",1986,5958
"PHILIPPINES",1986,7965
"PLURINATIONAL STATE OF BOLIVIA",1986,1030
"POLAND",1986,123635
"PORTUGAL",1986,8323
"QATAR",1986,3626
"REPUBLIC OF CAMEROON",1986,544
"REPUBLIC OF KOREA",1986,49755
"REUNION",1986,294
"ROMANIA",1986,55126
"RWANDA",1986,163
"SAINT HELENA",1986,1
"SAINT LUCIA",1986,36
"SAMOA",1986,31
"SAO TOME & PRINCIPE",1986,14
"SAUDI ARABIA",1986,55871
"SENEGAL",1986,726
"SEYCHELLES",1986,45
"SIERRA LEONE",1986,184
"SINGAPORE",1986,9552
"SOLOMON ISLANDS",1986,42
"SOMALIA",1986,252
"SOUTH AFRICA",1986,90225
"SPAIN",1986,51941
"SRI LANKA",1986,1010
"ST. KITTS-NEVIS",1986,16
"ST. PIERRE & MIQUELON",1986,13
"ST. VINCENT & THE GRENADINES",1986,18
"SUDAN",1986,1159
"SURINAME",1986,480
"SWAZILAND",1986,125
"SWEDEN",1986,16918
"SWITZERLAND",1986,11534
"SYRIAN ARAB REPUBLIC",1986,8550
"TAIWAN",1986,25768
"THAILAND",1986,13554
"TOGO",1986,193
"TONGA",1986,13
"TRINIDAD AND TOBAGO",1986,4741
"TUNISIA",1986,3290
"TURKEY",1986,31874
"UGANDA",1986,192
"UNITED ARAB EMIRATES",1986,12881
"UNITED KINGDOM",1986,155107
"UNITED REPUBLIC OF TANZANIA",1986,627
"UNITED STATES OF AMERICA",1986,1225924
"URUGUAY",1986,867
"USSR",1986,1053316
"VANUATU",1986,16
"VENEZUELA",1986,29869
"VIET NAM",1986,6297
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1986,35449
"ZAMBIA",1986,788
"ZIMBABWE",1986,3580
