"iso","treecover_loss__ha","treecover_loss__year"
"AFG",2.71929047097653,2014
"AGO",212662.076714708,2014
"AIA",0.365832980219163,2014
"ALA",550.060530721871,2014
"ALB",1051.88171570186,2014
"AND",1.36826045549499,2014
"ARG",241102.80766098,2014
"ARM",38.1275819058441,2014
"ATG",24.8756521565985,2014
"AUS",281749.006816416,2014
"AUT",9869.56861126661,2014
"AZE",328.246022802232,2014
"BDI",2047.24018204168,2014
"BEL",4239.26654852961,2014
"BEN",1358.27198226928,2014
"BES",1.71035733122459,2014
"BGD",12060.7631502538,2014
"BGR",6688.5641397228,2014
"BHS",902.306492078971,2014
"BIH",1789.54449510052,2014
"BLM",0.219911349312053,2014
"BLR",33626.2047490234,2014
"BLZ",16464.7138000574,2014
"BMU",0.848838595762756,2014
"BOL",256901.398178586,2014
"BRA",2693134.29548955,2014
"BRB",2.17354931738543,2014
"BRN",2224.70589751947,2014
"BTN",1229.15131328914,2014
"BWA",15.524350105662,2014
"CAF",57852.2059328853,2014
"CAN",2643608.54118001,2014
"CHE",1503.55265843753,2014
"CHL",119335.125255172,2014
"CHN",531643.299745529,2014
"CIV",346792.569241086,2014
"CMR",181851.004504536,2014
"COD",1337961.08501102,2014
"COG",72891.1536990156,2014
"COL",202027.889735786,2014
"COM",1473.8620774452,2014
"CPV",4.07878812563562,2014
"CRI",10934.4472090041,2014
"CUB",5861.46836156314,2014
"CUW",2.33307860478882,2014
"CYM",7.705385204092,2014
"CYP",33.3020069231953,2014
"CZE",13939.6101595794,2014
"DEU",21169.3432080574,2014
"DMA",12.2449579209597,2014
"DNK",5320.77049462573,2014
"DOM",13678.1400839227,2014
"DZA",9523.34857212711,2014
"ECU",30904.9702248759,2014
"EGY",115.003075062306,2014
"ESP",74226.4345636804,2014
"EST",23576.6510212626,2014
"ETH",32725.0726334735,2014
"FIN",186628.86804188,2014
"FJI",3689.01462228513,2014
"FRA",44359.0636558171,2014
"GAB",48752.3407836654,2014
"GBR",30371.6576674197,2014
"GEO",113.741013190579,2014
"GGY",0.100516266308588,2014
"GHA",120298.117084579,2014
"GIN",132716.198308162,2014
"GLP",198.117594530854,2014
"GMB",17.4633599570599,2014
"GNB",12858.5515135868,2014
"GNQ",19211.1765211494,2014
"GRC",3803.21172895331,2014
"GRD",83.8383611465308,2014
"GTM",61831.2902440837,2014
"GUF",4195.61710761459,2014
"GUY",12154.003426201,2014
"HKG",27.7235473429949,2014
"HND",57481.6225084975,2014
"HRV",4559.43177126916,2014
"HTI",3858.86579151893,2014
"HUN",15139.9478800542,2014
"IDN",1894360.72722878,2014
"IMN",43.0250572198521,2014
"IND",139137.75217375,2014
"IRL",5717.74994350166,2014
"IRN",77.5886140103397,2014
"IRQ",1.49431522819546,2014
"ISR",122.084869460732,2014
"ITA",19832.7640607643,2014
"JAM",2837.97718984857,2014
"JEY",0.303873906080712,2014
"JOR",0.847820638790099,2014
"JPN",28175.6666688606,2014
"KAZ",595.715817997376,2014
"KEN",15356.8393163444,2014
"KGZ",13.5096917927039,2014
"KHM",161796.874829293,2014
"KNA",3.9725006609634,2014
"KOR",13425.7559198086,2014
"LAO",243833.425575682,2014
"LBN",159.820569829444,2014
"LBR",164048.581379116,2014
"LBY",4.41391384773214,2014
"LCA",41.0959246833988,2014
"LIE",2.89863166057138,2014
"LKA",12350.4442785861,2014
"LSO",12.4707446480801,2014
"LTU",15972.3186861822,2014
"LUX",429.551098563292,2014
"LVA",32203.1195532727,2014
"MAC",1.49946153154114,2014
"MAF",1.24491801986972,2014
"MAR",1682.30794966892,2014
"MDA",363.134004027304,2014
"MDG",416682.182956515,2014
"MDV",3.13358241356092,2014
"MEX",170749.773780896,2014
"MKD",1815.50884146712,2014
"MLI",270.33774791042,2014
"MMR",331444.588431732,2014
"MNE",1437.89089658967,2014
"MNG",522.674249762346,2014
"MOZ",200500.702707397,2014
"MSR",0.2950302897081,2014
"MTQ",156.717762324611,2014
"MUS",531.751975484926,2014
"MWI",18587.0426724621,2014
"MYS",645779.116836879,2014
"MYT",1150.41332038304,2014
"NAM",3.8896163104072,2014
"NCL",2050.20134823861,2014
"NGA",68637.3512800568,2014
"NIC",75563.1004690417,2014
"NLD",875.261492539707,2014
"NOR",39149.0005871228,2014
"NPL",1161.81134214239,2014
"NZL",79409.6840917124,2014
"PAK",38.6145754830624,2014
"PAN",14035.4984500373,2014
"PER",205452.286658008,2014
"PHL",102456.187802785,2014
"PLW",93.8502578134296,2014
"PNG",105664.414787762,2014
"POL",56279.4731957081,2014
"PRI",871.41695121251,2014
"PRK",10943.0749196126,2014
"PRT",60258.8559557749,2014
"PRY",345746.496633546,2014
"PSE",1.17994385503249,2014
"REU",675.05576926877,2014
"ROU",19481.7070532542,2014
"RUS",4489888.98517455,2014
"RWA",2889.35867640201,2014
"SDN",5.61739840215495,2014
"SEN",326.715204709655,2014
"SGP",191.351971433455,2014
"SLB",16939.3115859545,2014
"SLE",161512.807805395,2014
"SLV",2319.72696400494,2014
"SMR",0.167337275292959,2014
"SOM",123.057456725457,2014
"SPM",0.582634527217849,2014
"SRB",4387.90946266646,2014
"SSD",6750.71541138562,2014
"SUR",14747.662829258,2014
"SVK",17366.3785288429,2014
"SVN",5388.78086622547,2014
"SWE",242522.777045061,2014
"SWZ",4960.46894110414,2014
"SXM",0.219722042523859,2014
"SYC",2.04983297647449,2014
"SYR",958.294336118939,2014
"TCA",31.3373064976615,2014
"TCD",3000.66587315443,2014
"TGO",2526.17722030364,2014
"THA",137614.633742256,2014
"TJK",0.783042988608949,2014
"TKM",0.904084103847757,2014
"TLS",1883.09428440466,2014
"TTO",1569.45645896806,2014
"TUN",2385.06085486169,2014
"TUR",22005.4414874007,2014
"TWN",1054.21148798215,2014
"TZA",198227.56181783,2014
"UGA",54913.2019086733,2014
"UKR",47187.2552863972,2014
"URY",25643.0788686607,2014
"USA",1736526.80715026,2014
"UZB",83.1289088783375,2014
"VCT",10.7935319393683,2014
"VEN",100975.107593871,2014
"VGB",0.511468725521889,2014
"VIR",21.471715972098,2014
"VNM",217341.529363743,2014
"VUT",634.424555524593,2014
"XAD",1.20786009224603,2014
"XCA",3.05076223002156,2014
"XKO",760.625678403892,2014
"XNC",27.6025149838727,2014
"ZAF",69667.2299615766,2014
"ZMB",115220.94962431,2014
"ZWE",9644.69397886159,2014
