"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"INDONESIA",1978,25616
"IRAQ",1978,11540
"IRELAND",1978,6428
"ISLAMIC REPUBLIC OF IRAN",1978,44306
"ISRAEL",1978,5775
"ITALY (INCLUDING SAN MARINO)",1978,101782
"JAMAICA",1978,2487
"JAPAN",1978,246492
"JORDAN",1978,993
"KENYA",1978,1452
"KIRIBATI",1978,6
"KUWAIT",1978,5727
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1978,63
"LEBANON",1978,1558
"LIBERIA",1978,411
"LIBYAN ARAB JAMAHIRIYAH",1978,5792
"LUXEMBOURG",1978,3231
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1978,113
"MADAGASCAR",1978,278
"MALAWI",1978,183
"MALAYSIA",1978,6337
"MALDIVES",1978,6
"MALI",1978,108
"MALTA",1978,255
"MARTINIQUE",1978,199
"MAURITANIA",1978,159
"MAURITIUS",1978,172
"MEXICO",1978,60717
"MONGOLIA",1978,1577
"MONTSERRAT",1978,7
"MOROCCO",1978,3566
"MOZAMBIQUE",1978,784
"MYANMAR (FORMERLY BURMA)",1978,1406
"NAURU",1978,31
"NEPAL",1978,90
"NETHERLAND ANTILLES AND ARUBA",1978,2652
"NETHERLANDS",1978,46509
"NEW CALEDONIA",1978,421
"NEW ZEALAND",1978,4911
"NICARAGUA",1978,718
"NIGER",1978,114
"NIGERIA",1978,13170
"NIUE",1978,1
"NORWAY",1978,9488
"OMAN",1978,2126
"PACIFIC ISLANDS (PALAU)",1978,30
"PAKISTAN",1978,7128
"PANAMA",1978,775
"PAPUA NEW GUINEA",1978,457
"PARAGUAY",1978,398
"PERU",1978,6125
"PHILIPPINES",1978,10220
"PLURINATIONAL STATE OF BOLIVIA",1978,1371
"POLAND",1978,117823
"PORTUGAL",1978,6202
"QATAR",1978,2872
"REPUBLIC OF CAMEROON",1978,546
"REPUBLIC OF KOREA",1978,30926
"REUNION",1978,196
"ROMANIA",1978,52878
"RWANDA",1978,79
"SAINT LUCIA",1978,27
"SAMOA",1978,29
"SAO TOME & PRINCIPE",1978,9
"SAUDI ARABIA",1978,31397
"SENEGAL",1978,717
"SEYCHELLES",1978,21
"SIERRA LEONE",1978,194
"SINGAPORE",1978,9044
"SOLOMON ISLANDS",1978,17
"SOMALIA",1978,152
"SOUTH AFRICA",1978,55113
"SPAIN",1978,54675
"SRI LANKA",1978,941
"ST. KITTS-NEVIS-ANGUILLA",1978,9
"ST. PIERRE & MIQUELON",1978,9
"ST. VINCENT & THE GRENADINES",1978,10
"SUDAN",1978,938
"SURINAME",1978,653
"SWAZILAND",1978,120
"SWEDEN",1978,21689
"SWITZERLAND",1978,11513
"SYRIAN ARAB REPUBLIC",1978,4151
"TAIWAN",1978,19400
"THAILAND",1978,9563
"TOGO",1978,97
"TONGA",1978,10
"TRINIDAD AND TOBAGO",1978,4180
"TUNISIA",1978,2043
"TURKEY",1978,21068
"UGANDA",1978,191
"UNITED ARAB EMIRATES",1978,12221
"UNITED KINGDOM",1978,165008
"UNITED REPUBLIC OF TANZANIA",1978,601
"UNITED STATES OF AMERICA",1978,1333750
"URUGUAY",1978,1566
"USSR",1978,908346
"VANUATU",1978,16
"VENEZUELA",1978,18732
"VIET NAM",1978,4205
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1978,27401
"ZAMBIA",1978,948
"ZIMBABWE",1978,2535
