"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"NEW ZEALAND",2001,9394
"NICARAGUA",2001,1081
"NIGER",2001,179
"NIGERIA",2001,23380
"NIUE",2001,2
"NORWAY",2001,11429
"OCCUPIED PALESTINIAN TERRITORY",2001,368
"OMAN",2001,5532
"PAKISTAN",2001,29529
"PALAU",2001,69
"PANAMA",2001,1911
"PAPUA NEW GUINEA",2001,875
"PARAGUAY",2001,1042
"PERU",2001,7408
"PHILIPPINES",2001,19376
"PLURINATIONAL STATE OF BOLIVIA",2001,2351
"POLAND",2001,82161
"PORTUGAL",2001,17114
"QATAR",2001,11289
"REPUBLIC OF CAMEROON",2001,933
"REPUBLIC OF KOREA",2001,122769
"REPUBLIC OF MOLDOVA",2001,1013
"REUNION",2001,829
"ROMANIA",2001,26352
"RUSSIAN FEDERATION",2001,424736
"RWANDA",2001,145
"SAINT HELENA",2001,3
"SAINT LUCIA",2001,99
"SAMOA",2001,40
"SAO TOME & PRINCIPE",2001,14
"SAUDI ARABIA",2001,81051
"SENEGAL",2001,1181
"SEYCHELLES",2001,173
"SIERRA LEONE",2001,155
"SINGAPORE",2001,13510
"SLOVAKIA",2001,10733
"SLOVENIA",2001,4135
"SOLOMON ISLANDS",2001,43
"SOMALIA",2001,137
"SOUTH AFRICA",2001,101457
"SPAIN",2001,81219
"SRI LANKA",2001,2848
"ST. KITTS-NEVIS",2001,48
"ST. PIERRE & MIQUELON",2001,15
"ST. VINCENT & THE GRENADINES",2001,49
"SUDAN",2001,1737
"SURINAME",2001,646
"SWAZILAND",2001,312
"SWEDEN",2001,13942
"SWITZERLAND",2001,11711
"SYRIAN ARAB REPUBLIC",2001,13302
"TAIWAN",2001,62219
"TAJIKISTAN",2001,625
"THAILAND",2001,53068
"TOGO",2001,317
"TONGA",2001,24
"TRINIDAD AND TOBAGO",2001,7187
"TUNISIA",2001,5677
"TURKEY",2001,53055
"TURKMENISTAN",2001,10383
"TURKS AND CAICOS ISLANDS",2001,20
"TUVALU",2001,2
"UGANDA",2001,412
"UKRAINE",2001,87749
"UNITED ARAB EMIRATES",2001,27656
"UNITED KINGDOM",2001,148858
"UNITED REPUBLIC OF TANZANIA",2001,853
"UNITED STATES OF AMERICA",2001,1525987
"URUGUAY",2001,1388
"UZBEKISTAN",2001,33666
"VANUATU",2001,24
"VENEZUELA",2001,47065
"VIET NAM",2001,16673
"WALLIS AND FUTUNA ISLANDS",2001,4
"YEMEN",2001,4420
"YUGOSLAVIA (MONTENEGRO & SERBIA)",2001,12059
"ZAMBIA",2001,520
"ZIMBABWE",2001,3435
