"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"ISLAMIC REPUBLIC OF IRAN",1965,14662
"ISRAEL",1965,3530
"ITALY (INCLUDING SAN MARINO)",1965,51750
"JAMAICA",1965,816
"JAPAN",1965,105514
"JORDAN",1965,388
"KENYA",1965,673
"KIRIBATI",1965,3
"KUWAIT",1965,9659
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1965,49
"LEBANON",1965,905
"LIBERIA",1965,152
"LIBYAN ARAB JAMAHIRIYAH",1965,277
"LUXEMBOURG",1965,3328
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1965,36
"MADAGASCAR",1965,152
"MALAWI",1965,95
"MALI",1965,54
"MALTA",1965,129
"MARTINIQUE",1965,67
"MAURITANIA",1965,44
"MAURITIUS",1965,83
"MEXICO",1965,20520
"MONGOLIA",1965,534
"MONTSERRAT",1965,1
"MOROCCO",1965,1162
"MOZAMBIQUE",1965,547
"MYANMAR (FORMERLY BURMA)",1965,744
"NAURU",1965,9
"NEPAL",1965,49
"NETHERLAND ANTILLES AND ARUBA",1965,2897
"NETHERLANDS",1965,27406
"NEW CALEDONIA",1965,336
"NEW ZEALAND",1965,3736
"NICARAGUA",1965,213
"NIGER",1965,25
"NIGERIA",1965,3208
"NORWAY",1965,4475
"OMAN",1965,7
"PACIFIC ISLANDS (PALAU)",1965,18
"PANAMA",1965,417
"PAPUA NEW GUINEA",1965,83
"PARAGUAY",1965,150
"PENINSULAR MALAYSIA",1965,1769
"PERU",1965,3263
"PHILIPPINES",1965,3813
"PLURINATIONAL STATE OF BOLIVIA",1965,412
"POLAND",1965,67418
"PORTUGAL",1965,3163
"QATAR",1965,1716
"REPUBLIC OF CAMEROON",1965,85
"REPUBLIC OF KOREA",1965,6819
"REPUBLIC OF SOUTH VIETNAM",1965,1340
"REUNION",1965,41
"ROMANIA",1965,21468
"RWANDA",1965,13
"RYUKYU ISLANDS",1965,150
"SABAH",1965,76
"SAINT LUCIA",1965,7
"SAMOA",1965,8
"SAO TOME & PRINCIPE",1965,3
"SARAWAK",1965,443
"SAUDI ARABIA",1965,1151
"SENEGAL",1965,462
"SEYCHELLES",1965,2
"SIERRA LEONE",1965,77
"SINGAPORE",1965,690
"SOLOMON ISLANDS",1965,7
"SOMALIA",1965,36
"SOUTH AFRICA",1965,34977
"SPAIN",1965,19394
"SRI LANKA",1965,725
"ST. KITTS-NEVIS-ANGUILLA",1965,6
"ST. PIERRE & MIQUELON",1965,11
"ST. VINCENT & THE GRENADINES",1965,4
"SUDAN",1965,662
"SURINAME",1965,217
"SWAZILAND",1965,22
"SWEDEN",1965,17079
"SWITZERLAND",1965,8282
"SYRIAN ARAB REPUBLIC",1965,1003
"TAIWAN",1965,4873
"TANGANYIKA",1965,308
"THAILAND",1965,2032
"TOGO",1965,36
"TONGA",1965,3
"TRINIDAD AND TOBAGO",1965,1417
"TUNISIA",1965,672
"TURKEY",1965,7469
"UGANDA",1965,171
"UNITED ARAB EMIRATES",1965,6
"UNITED KINGDOM",1965,169790
"UNITED STATES OF AMERICA",1965,924713
"URUGUAY",1965,1506
"USSR",1965,517331
"VANUATU",1965,13
"VENEZUELA",1965,16577
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1965,13318
"ZAMBIA",1965,1068
"ZANZIBAR",1965,9
"ZIMBABWE",1965,1422
