"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"AFGHANISTAN",2004,259
"ALBANIA",2004,1136
"ALGERIA",2004,24137
"ANDORRA",2004,153
"ANGOLA",2004,5125
"ANGUILLA",2004,33
"ANTARCTIC FISHERIES",2004,2
"ANTIGUA & BARBUDA",2004,115
"ARGENTINA",2004,42975
"ARMENIA",2004,994
"ARUBA",2004,714
"AUSTRALIA",2004,93455
"AUSTRIA",2004,19741
"AZERBAIJAN",2004,8751
"BAHAMAS",2004,470
"BAHRAIN",2004,4775
"BANGLADESH",2004,10282
"BARBADOS",2004,353
"BELARUS",2004,15860
"BELGIUM",2004,30298
"BELIZE",2004,107
"BENIN",2004,684
"BERMUDA",2004,159
"BHUTAN",2004,84
"BOSNIA & HERZEGOVINA",2004,4257
"BOTSWANA",2004,1063
"BRAZIL",2004,92126
"BRITISH VIRGIN ISLANDS",2004,34
"BRUNEI (DARUSSALAM)",2004,1363
"BULGARIA",2004,12763
"BURKINA FASO",2004,301
"BURUNDI",2004,54
"CAMBODIA",2004,667
"CANADA",2004,150586
"CAPE VERDE",2004,90
"CAYMAN ISLANDS",2004,126
"CENTRAL AFRICAN REPUBLIC",2004,64
"CHAD",2004,103
"CHILE",2004,16301
"CHINA (MAINLAND)",2004,1427199
"COLOMBIA",2004,15018
"COMOROS",2004,39
"CONGO",2004,259
"COOK ISLANDS",2004,15
"COSTA RICA",2004,1890
"COTE D IVOIRE",2004,2090
"CROATIA",2004,6102
"CUBA",2004,6819
"CYPRUS",2004,2000
"CZECH REPUBLIC",2004,31845
"DEMOCRATIC PEOPLE S REPUBLIC OF KOREA",2004,19732
"DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE)",2004,327
"DENMARK",2004,13799
"DJIBOUTI",2004,111
"DOMINICA",2004,31
"DOMINICAN REPUBLIC",2004,4993
"ECUADOR",2004,7921
"EGYPT",2004,41154
"EL SALVADOR",2004,1736
"EQUATORIAL GUINEA",2004,1423
"ERITREA",2004,210
"ESTONIA",2004,4713
"ETHIOPIA",2004,1444
"FAEROE ISLANDS",2004,204
"FALKLAND ISLANDS (MALVINAS)",2004,14
"FEDERATED STATES OF MICRONESIA",2004,39
"FIJI",2004,369
"FINLAND",2004,18296
"FRANCE (INCLUDING MONACO)",2004,104652
"FRENCH GUIANA",2004,156
"FRENCH POLYNESIA",2004,208
"GABON",2004,1278
"GAMBIA",2004,80
"GEORGIA",2004,1179
"GERMANY",2004,222744
"GHANA",2004,2004
"GIBRALTAR",2004,105
"GREECE",2004,26493
"GREENLAND",2004,159
"GRENADA",2004,56
"GUADELOUPE",2004,631
"GUATEMALA",2004,3169
"GUINEA",2004,530
"GUINEA BISSAU",2004,55
"GUYANA",2004,444
"HAITI",2004,542
"HONDURAS",2004,2009
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",2004,11374
"HUNGARY",2004,15669
"ICELAND",2004,612
"INDIA",2004,314786
"INDONESIA",2004,92074
"IRAQ",2004,31111
"IRELAND",2004,11934
"ISLAMIC REPUBLIC OF IRAN",2004,121908
"ISRAEL",2004,16095
"ITALY (INCLUDING SAN MARINO)",2004,129253
"JAMAICA",2004,2910
"JAPAN",2004,345244
"JORDAN",2004,5247
"KAZAKHSTAN",2004,47192
"KENYA",2004,2079
"KIRIBATI",2004,12
"KUWAIT",2004,17326
"KYRGYZSTAN",2004,1602
"LAO PEOPLE S DEMOCRATIC REPUBLIC",2004,380
"LATVIA",2004,2019
"LEBANON",2004,4581
"LESOTHO",2004,541
"LIBERIA",2004,168
"LIBYAN ARAB JAMAHIRIYAH",2004,13733
"LITHUANIA",2004,3612
"LUXEMBOURG",2004,3073
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",2004,468
"MACEDONIA",2004,3052
"MADAGASCAR",2004,493
"MALAWI",2004,254
"MALAYSIA",2004,44676
"MALDIVES",2004,182
"MALI",2004,239
"MALTA",2004,702
"MARSHALL ISLANDS",2004,24
"MARTINIQUE",2004,565
"MAURITANIA",2004,419
"MAURITIUS",2004,843
"MEXICO",2004,120346
"MONGOLIA",2004,2332
"MONTSERRAT",2004,10
"MOROCCO",2004,11811
"MOZAMBIQUE",2004,524
"MYANMAR (FORMERLY BURMA)",2004,3391
"NAMIBIA",2004,535
"NAURU",2004,18
"NEPAL",2004,728
