"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"NETHERLAND ANTILLES",2004,1578
"NETHERLANDS",2004,50405
"NEW CALEDONIA",2004,690
"NEW ZEALAND",2004,9423
"NICARAGUA",2004,1207
"NIGER",2004,222
"NIGERIA",2004,28444
"NIUE",2004,1
"NORWAY",2004,11630
"OCCUPIED PALESTINIAN TERRITORY",2004,599
"OMAN",2004,7632
"PAKISTAN",2004,35888
"PALAU",2004,69
"PANAMA",2004,1583
"PAPUA NEW GUINEA",2004,1224
"PARAGUAY",2004,1115
"PERU",2004,8698
"PHILIPPINES",2004,20198
"PLURINATIONAL STATE OF BOLIVIA",2004,3031
"POLAND",2004,83015
"PORTUGAL",2004,17220
"QATAR",2004,11711
"REPUBLIC OF CAMEROON",2004,1079
"REPUBLIC OF KOREA",2004,131518
"REPUBLIC OF MOLDOVA",2004,1242
"REUNION",2004,820
"ROMANIA",2004,26426
"RUSSIAN FEDERATION",2004,436901
"RWANDA",2004,144
"SAINT HELENA",2004,3
"SAINT LUCIA",2004,97
"SAMOA",2004,41
"SAO TOME & PRINCIPE",2004,20
"SAUDI ARABIA",2004,107945
"SENEGAL",2004,1427
"SEYCHELLES",2004,201
"SIERRA LEONE",2004,175
"SINGAPORE",2004,7765
"SLOVAKIA",2004,10567
"SLOVENIA",2004,4294
"SOLOMON ISLANDS",2004,44
"SOMALIA",2004,162
"SOUTH AFRICA",2004,122767
"SPAIN",2004,92563
"SRI LANKA",2004,3354
"ST. KITTS-NEVIS",2004,58
"ST. PIERRE & MIQUELON",2004,17
"ST. VINCENT & THE GRENADINES",2004,60
"SUDAN",2004,3126
"SURINAME",2004,426
"SWAZILAND",2004,281
"SWEDEN",2004,14868
"SWITZERLAND",2004,11008
"SYRIAN ARAB REPUBLIC",2004,13936
"TAIWAN",2004,71071
"TAJIKISTAN",2004,699
"THAILAND",2004,66318
"TIMOR-LESTE (FORMERLY EAST TIMOR)",2004,48
"TOGO",2004,381
"TONGA",2004,30
"TRINIDAD AND TOBAGO",2004,9117
"TUNISIA",2004,6081
"TURKEY",2004,61473
"TURKMENISTAN",2004,12692
"TURKS AND CAICOS ISLANDS",2004,28
"TUVALU",2004,3
"UGANDA",2004,474
"UKRAINE",2004,93645
"UNITED ARAB EMIRATES",2004,30881
"UNITED KINGDOM",2004,147052
"UNITED REPUBLIC OF TANZANIA",2004,1190
"UNITED STATES OF AMERICA",2004,1569696
"URUGUAY",2004,1530
"UZBEKISTAN",2004,34419
"VANUATU",2004,16
"VENEZUELA",2004,41378
"VIET NAM",2004,24693
"WALLIS AND FUTUNA ISLANDS",2004,7
"YEMEN",2004,5149
"YUGOSLAVIA (MONTENEGRO & SERBIA)",2004,15068
"ZAMBIA",2004,585
"ZIMBABWE",2004,2587
