"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"ICELAND",1998,573
"INDIA",1998,255310
"INDONESIA",1998,58413
"IRAQ",1998,19736
"IRELAND",1998,10514
"ISLAMIC REPUBLIC OF IRAN",1998,84131
"ISRAEL",1998,15570
"ITALY (INCLUDING SAN MARINO)",1998,120031
"JAMAICA",1998,2650
"JAPAN",1998,315743
"JORDAN",1998,3966
"KAZAKHSTAN",1998,34721
"KENYA",1998,2737
"KIRIBATI",1998,8
"KUWAIT",1998,14111
"KYRGYZSTAN",1998,1624
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1998,187
"LATVIA",1998,2199
"LEBANON",1998,4540
"LESOTHO",1998,492
"LIBERIA",1998,102
"LIBYAN ARAB JAMAHIRIYAH",1998,12401
"LITHUANIA",1998,4417
"LUXEMBOURG",1998,2006
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1998,425
"MACEDONIA",1998,3443
"MADAGASCAR",1998,474
"MALAWI",1998,255
"MALAYSIA",1998,31139
"MALDIVES",1998,82
"MALI",1998,208
"MALTA",1998,585
"MARSHALL ISLANDS",1998,19
"MARTINIQUE",1998,444
"MAURITANIA",1998,306
"MAURITIUS",1998,592
"MEXICO",1998,106105
"MONGOLIA",1998,2102
"MONTSERRAT",1998,8
"MOROCCO",1998,8737
"MOZAMBIQUE",1998,309
"MYANMAR (FORMERLY BURMA)",1998,2203
"NAMIBIA",1998,520
"NAURU",1998,27
"NEPAL",1998,614
"NETHERLAND ANTILLES",1998,77
"NETHERLANDS",1998,48661
"NEW CALEDONIA",1998,494
"NEW ZEALAND",1998,8189
"NICARAGUA",1998,933
"NIGER",1998,261
"NIGERIA",1998,10327
"NIUE",1998,2
"NORWAY",1998,10302
"OCCUPIED PALESTINIAN TERRITORY",1998,399
"OMAN",1998,4516
"PAKISTAN",1998,26633
"PALAU",1998,65
"PANAMA",1998,1622
"PAPUA NEW GUINEA",1998,781
"PARAGUAY",1998,1228
"PERU",1998,7583
"PHILIPPINES",1998,18882
"PLURINATIONAL STATE OF BOLIVIA",1998,2997
"POLAND",1998,88746
"PORTUGAL",1998,15767
"QATAR",1998,8836
"REPUBLIC OF CAMEROON",1998,875
"REPUBLIC OF KOREA",1998,99491
"REPUBLIC OF MOLDOVA",1998,1710
"REUNION",1998,687
"ROMANIA",1998,27224
"RUSSIAN FEDERATION",1998,407828
"RWANDA",1998,133
"SAINT HELENA",1998,3
"SAINT LUCIA",1998,84
"SAMOA",1998,36
"SAO TOME & PRINCIPE",1998,13
"SAUDI ARABIA",1998,56635
"SENEGAL",1998,935
"SEYCHELLES",1998,118
"SIERRA LEONE",1998,113
"SINGAPORE",1998,13258
"SLOVAKIA",1998,11039
"SLOVENIA",1998,4143
"SOLOMON ISLANDS",1998,39
"SOMALIA",1998,140
"SOUTH AFRICA",1998,103007
"SPAIN",1998,71323
"SRI LANKA",1998,2134
"ST. KITTS-NEVIS",1998,41
"ST. PIERRE & MIQUELON",1998,15
"ST. VINCENT & THE GRENADINES",1998,44
"SUDAN",1998,1281
"SURINAME",1998,575
"SWAZILAND",1998,331
"SWEDEN",1998,14447
"SWITZERLAND",1998,11373
"SYRIAN ARAB REPUBLIC",1998,13710
"TAIWAN",1998,54506
"TAJIKISTAN",1998,681
"THAILAND",1998,44818
"TOGO",1998,318
"TONGA",1998,24
"TRINIDAD AND TOBAGO",1998,5215
"TUNISIA",1998,4909
"TURKEY",1998,54708
"TURKMENISTAN",1998,8752
"TURKS AND CAICOS ISLANDS",1998,16
"TUVALU",1998,2
"UGANDA",1998,345
"UKRAINE",1998,89620
"UNITED ARAB EMIRATES",1998,22224
"UNITED KINGDOM",1998,145052
"UNITED REPUBLIC OF TANZANIA",1998,697
"UNITED STATES OF AMERICA",1998,1472869
"URUGUAY",1998,1551
"UZBEKISTAN",1998,32491
"VANUATU",1998,22
"VENEZUELA",1998,45634
"VIET NAM",1998,12957
"YEMEN",1998,3327
"YUGOSLAVIA (MONTENEGRO & SERBIA)",1998,14652
"ZAMBIA",1998,631
"ZIMBABWE",1998,3887
