"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"AFGHANISTAN",2008,1147
"ALBANIA",2008,1193
"ALGERIA",2008,30054
"ANDORRA",2008,147
"ANGOLA",2008,7011
"ANGUILLA",2008,41
"ANTIGUA & BARBUDA",2008,131
"ARGENTINA",2008,51570
"ARMENIA",2008,1516
"ARUBA",2008,725
"AUSTRALIA",2008,105237
"AUSTRIA",2008,18824
"AZERBAIJAN",2008,9682
"BAHAMAS",2008,408
"BAHRAIN",2008,8118
"BANGLADESH",2008,13502
"BARBADOS",2008,442
"BELARUS",2008,17209
"BELGIUM",2008,28482
"BELIZE",2008,119
"BENIN",2008,1203
"BERMUDA",2008,177
"BHUTAN",2008,115
"BOSNIA & HERZEGOVINA",2008,5496
"BOTSWANA",2008,1229
"BRAZIL",2008,105708
"BRITISH VIRGIN ISLANDS",2008,44
"BRUNEI (DARUSSALAM)",2008,2487
"BULGARIA",2008,13837
"BURKINA FASO",2008,523
"BURUNDI",2008,52
"CAMBODIA",2008,1063
"CANADA",2008,152994
"CAPE VERDE",2008,128
"CAYMAN ISLANDS",2008,159
"CENTRAL AFRICAN REPUBLIC",2008,69
"CHAD",2008,139
"CHILE",2008,19594
"CHINA (MAINLAND)",2008,2059741
"COLOMBIA",2008,18568
"COMOROS",2008,29
"CONGO",2008,357
"COOK ISLANDS",2008,19
"COSTA RICA",2008,2217
"COTE D IVOIRE",2008,1848
"CROATIA",2008,6161
"CUBA",2008,8302
"CYPRUS",2008,2339
"CZECH REPUBLIC",2008,31813
"DEMOCRATIC PEOPLE S REPUBLIC OF KOREA",2008,19398
"DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE)",2008,507
"DENMARK",2008,12799
"DJIBOUTI",2008,136
"DOMINICA",2008,36
"DOMINICAN REPUBLIC",2008,5648
"ECUADOR",2008,9236
"EGYPT",2008,54155
"EL SALVADOR",2008,1785
"EQUATORIAL GUINEA",2008,1228
"ERITREA",2008,113
"ESTONIA",2008,4770
"ETHIOPIA",2008,1794
"FAEROE ISLANDS",2008,172
"FALKLAND ISLANDS (MALVINAS)",2008,16
"FEDERATED STATES OF MICRONESIA",2008,32
"FIJI",2008,244
"FINLAND",2008,15413
"FRANCE (INCLUDING MONACO)",2008,99898
"FRENCH GUIANA",2008,152
"FRENCH POLYNESIA",2008,230
"GABON",2008,1138
"GAMBIA",2008,100
"GEORGIA",2008,1409
"GERMANY",2008,212862
"GHANA",2008,2492
"GIBRALTAR",2008,116
"GREECE",2008,26170
"GREENLAND",2008,180
"GRENADA",2008,69
"GUADELOUPE",2008,624
"GUATEMALA",2008,3117
"GUINEA",2008,597
"GUINEA BISSAU",2008,62
"GUYANA",2008,425
"HAITI",2008,654
"HONDURAS",2008,2365
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",2008,11993
"HUNGARY",2008,14956
"ICELAND",2008,578
"INDIA",2008,427701
"INDONESIA",2008,113597
"IRAQ",2008,25402
"IRELAND",2008,11726
"ISLAMIC REPUBLIC OF IRAN",2008,147691
"ISRAEL",2008,18616
"ITALY (INCLUDING SAN MARINO)",2008,121949
"JAMAICA",2008,2784
"JAPAN",2008,330007
"JORDAN",2008,5822
"KAZAKHSTAN",2008,63487
"KENYA",2008,2793
"KIRIBATI",2008,15
"KUWAIT",2008,22561
"KYRGYZSTAN",2008,2089
"LAO PEOPLE S DEMOCRATIC REPUBLIC",2008,258
"LATVIA",2008,2155
"LEBANON",2008,4698
"LESOTHO",2008,580
"LIBERIA",2008,154
"LIBYAN ARAB JAMAHIRIYAH",2008,15275
"LIECHTENSTEIN",2008,17
"LITHUANIA",2008,4093
"LUXEMBOURG",2008,2983
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",2008,365
"MACEDONIA",2008,2564
"MADAGASCAR",2008,515
"MALAWI",2008,288
"MALAYSIA",2008,55640
"MALDIVES",2008,230
"MALI",2008,292
"MALTA",2008,698
"MARSHALL ISLANDS",2008,27
"MARTINIQUE",2008,511
"MAURITANIA",2008,528
"MAURITIUS",2008,1028
"MEXICO",2008,134511
"MONGOLIA",2008,3283
"MONTENEGRO",2008,750
"MONTSERRAT",2008,13
"MOROCCO",2008,14426
"MOZAMBIQUE",2008,618
"MYANMAR (FORMERLY BURMA)",2008,2673
"NAMIBIA",2008,907
"NAURU",2008,12
"NEPAL",2008,933
"NETHERLAND ANTILLES",2008,1765
"NETHERLANDS",2008,48274
"NEW CALEDONIA",2008,782
"NEW ZEALAND",2008,9327
