"iso","aboveground_biomass_loss__Mg","treecover_loss__ha","aboveground_co2_emissions__Mg","treecover_loss__year"
"IND",13730004.991463777,62504.67384715668,25171675.817683592,2005
"IRL",1527809.249105205,8093.54785607073,2800983.6233595437,2005
"IRN",17876.94689384101,173.02195340498628,32774.40263870852,2005
"IRQ",462.96055122415123,4.556405289434703,848.7610105776105,2005
"ISR",13447.68995499436,137.2860979034366,24654.098250822997,2005
"ITA",1332002.3462844912,10896.061014568422,2442004.3015215667,2005
"JAM",1580910.7430790393,7597.8567563217675,2898336.362311571,2005
"JOR",6.475005914931272,0.06540410015082093,11.870844177373998,2005
"JPN",6462673.790782697,36385.89071342864,11848235.2831016,2005
"KAZ",398323.9217322107,3166.542801207602,730260.5231757197,2005
"KEN",2195432.349072329,12745.432860964345,4024959.3066326017,2005
"KGZ",8968.263457945846,82.05093487974108,16441.816339567384,2005
"KHM",14002295.255427167,64649.350260773615,25670874.634949785,2005
"KNA",3438.1768558682134,18.9032536789698,6303.324235758391,2005
"KOR",1053349.6508340486,8922.221204004145,1931141.02652909,2005
"LAO",15484887.3715384,68327.2762363065,28388960.181153737,2005
"LBN",31098.788642243497,300.13519423621426,57014.44584411306,2005
"LBR",2020265.36551601,11323.80671307436,3703819.8367793527,2005
"LBY",1824.193385212841,21.825753514241793,3344.354539556874,2005
"LCA",10618.687779017915,53.96006044740864,19467.594261532846,2005
"LIE",1100.4375779859508,5.532249857915559,2017.4688929742429,2005
"LKA",817582.7534239944,4682.153364733019,1498901.7146106563,2005
"LSO",212.73434722796623,2.013437065103101,390.0129699179381,2005
"LTU",2402919.0427051745,20384.543333327012,4405351.578292818,2005
"LUX",14175.62546483115,67.94917343592181,25988.646685523778,2005
"LVA",4619063.4368651,40712.26075177746,8468282.967586013,2005
"MAF",639.387451094252,4.906544016077196,1172.2103270061286,2005
"MAR",157782.36172906111,1526.3800085863604,289267.66316994536,2005
"MDA",12497.123572083538,109.77608301050702,22911.39321548649,2005
"MDG",17364161.112090416,93628.14995910483,31834295.372165747,2005
"MDV",79.48649230753927,3.597419442967647,145.7252358971553,2005
"MEX",26585056.786114573,206855.7161498088,48739270.77454339,2005
"MKD",192992.94591018523,1306.678319991468,353820.4008353397,2005
"MLI",10444.509279852287,83.21800502106072,19148.267013062523,2005
"MLT",39.71449317543177,0.3752449015798398,72.80990415495825,2005
"MMR",20445798.00097247,91847.19124584936,37483963.00178285,2005
"MNE",32516.760622859976,172.28625925766977,59614.06114190996,2005
"MNG",680423.9173241601,7466.825739630489,1247443.8484276268,2005
"MOZ",20561710.419587947,150558.13881523645,37696469.10257791,2005
"MRT",5.099162421490595,0.07390090465928399,9.348464439399423,2005
"MSR",5680.10871992044,24.342388225023633,10413.532653187473,2005
"MTQ",39766.399041456876,204.77384899900483,72905.06490933761,2005
"MUS",34494.70984119625,174.21122237049917,63240.30137552645,2005
"MWI",1407753.2493116572,9445.00871853518,2580880.957071371,2005
"MYS",88386573.39571843,375419.86299066106,162042051.22548392,2005
"MYT",7064.2756227607315,34.307751287499194,12951.17197506134,2005
"NAM",4363.460717675531,64.32429262035576,7999.677982405142,2005
"NCL",247748.29485653038,1471.6869133101545,454205.20723697235,2005
"NGA",1843950.0920514604,13279.899100205108,3380575.16876101,2005
"NIC",19293746.742640957,95150.05187797981,35371869.028175086,2005
"NLD",230811.34851595142,1472.0380617275848,423154.13894591085,2005
"NOR",2204392.769273869,24918.83751861687,4041386.7436687606,2005
"NPL",743332.0130943744,2758.3194939241807,1362775.3573396865,2005
"NZL",9638649.836994141,52519.237879890876,17670858.034489267,2005
"PAK",145735.10751158302,948.1827763346341,267181.0304379022,2005
"PAN",2683644.2689565923,12349.223325004694,4920014.493087087,2005
"PER",41673608.24594197,163023.13774441188,76401615.11756028,2005
"PHL",11531917.321132053,49781.58481480164,21141848.422075443,2005
"PLW",13364.357196974852,43.4098452410615,24501.32152778723,2005
"PNG",11024062.579872414,39021.21608219152,20210781.396432757,2005
"POL",11339532.273874238,82378.57066585589,20789142.50210277,2005
"PRI",232925.97316713183,1288.007314507923,427030.9508064083,2005
"PRK",1840369.9050605728,16528.51422998045,3374011.4926110497,2005
"PRT",4946279.618593905,38934.42515101379,9068179.300755497,2005
"PRY",23339877.569404557,262650.7639820322,42789775.543908335,2005
"PSE",35.10441059598263,0.4567733455360355,64.35808609263482,2005
"REU",49898.00706474324,225.3239566025651,91479.67961869593,2005
"ROU",3507428.411787091,19418.213769648497,6430285.421609667,2005
"RUS",161861440.46534443,1589993.161949787,296745974.1864648,2005
"RWA",124680.8788330305,821.9229421135778,228581.61119388923,2005
"SDN",10866.86638650954,100.18787363849599,19922.58837526749,2005
"SEN",9285.54611234617,71.58203072294756,17023.501205967976,2005
"SGP",12097.404829698971,82.29476475484246,22178.575521114784,2005
"SLB",1824575.6648591538,6549.425910575094,3345055.3855751157,2005
"SLE",1047870.0168133359,6872.404838473089,1921095.0308244491,2005
"SLV",933274.062447164,5880.546431202977,1711002.4478198008,2005
"SMR",12.933741797850828,0.16724759598740369,23.711859962726518,2005
"SOM",18906.77390310434,271.9112388668853,34662.41882235796,2005
"SRB",276255.3934807521,1550.5737278354404,506468.2213813788,2005
"SSD",953021.2849430288,10566.197730147474,1747205.6890622193,2005
"SUR",1004866.049261336,3512.144502779798,1842254.4236457825,2005
"SVK",4977418.074275686,27674.41493327255,9125266.469505426,2005
"SVN",375705.8933619843,1950.954261724458,688794.1378303044,2005
"SWE",22075028.063917644,248560.16867117578,40470884.78384901,2005
"SWZ",1120084.3320825254,4535.096300842919,2053487.9421512955,2005
"SXM",357.33969779167774,3.588811762028876,655.1227792847426,2005
"SYC",18.297106810656512,0.1518440893570877,33.54469581953694,2005
"SYR",91213.67070593934,791.8076299422592,167225.06296088887,2005
"TCA",1213.1345218694082,22.250304432097064,2224.0799567605827,2005
"TCD",53986.615059933756,472.3727029263107,98975.46094321187,2005
"TGO",256381.1182655195,2047.9655875674368,470032.0501534522,2005
"THA",18468277.971474916,84287.06004261006,33858509.61437067,2005
"TJK",2995.029080993451,28.539265388351037,5490.886648487992,2005
"TKM",3298.7626298773084,30.53277979659837,6047.731488108398,2005
"TLS",307548.89922126976,1311.308118237634,563839.648572328,2005
"TTO",233973.39483051014,1228.8639556546584,428951.2238559354,2005
"TUN",75342.63645515242,632.9729462783862,138128.16683444608,2005
"TUR",2155420.4864869528,20410.602625434127,3951604.2252260796,2005
"TWN",344227.77643150627,1522.3150202637444,631084.2567910948,2005
"TZA",12196268.71871264,91583.414189022,22359825.9843065,2005
"UGA",5327392.710496775,29172.076933966175,9766886.635910757,2005
"UKR",5158956.7558941925,36558.45416411521,9458087.38580602,2005
"UMI",,84.49769212775365,,2005
"URY",1597626.9671381516,15919.046615039984,2928982.773086613,2005
"USA",351023615.8827417,2691544.2109562987,643543295.7850261,2005
"UZB",2293.9532888762474,21.185750156766787,4205.581029606452,2005
"VCT",3725.9266998929425,16.635063631291956,6830.865616470395,2005
"VEN",15237475.27689796,94967.00676625507,27935371.340979595,2005
"VGB",621.5996245973818,3.7274220785837935,1139.5993117618664,2005
"VIR",2896.2560358936425,20.304609634196616,5309.802732471676,2005
"VNM",21161134.89474668,102211.11878170256,38795413.973702244,2005
"VUT",50398.19237921518,254.48326712356794,92396.68602856118,2005
"XAD",16.062726373566797,0.19043937476995448,29.44833168487246,2005
"XCA",577.4665604610257,6.989012790160451,1058.688694178547,2005
"XKO",54989.00856398172,313.8317034893746,100813.18236729983,2005
"XNC",323.9808058449647,3.6542440143622192,593.9648107157686,2005
"ZAF",23289316.402195692,104652.34636227367,42697080.07069208,2005
"ZMB",8402722.87884976,57518.16135385963,15404991.944557887,2005
"ZWE",1653544.4512261944,11748.83515301895,3031498.1605813545,2005
"ABW",25.32970416592664,0.22548696056425532,46.4377909708655,2006
"AFG",19149.151051396715,152.08453592097587,35106.77692756065,2006
"AGO",9197654.455027733,76940.42602869697,16862366.500884186,2006
"AIA",96.07910552964623,1.31715659843634,176.1450268043514,2006
"ALA",8967.683069942237,100.14456159280601,16440.752294894093,2006
"ALB",162981.97402525367,962.706292413987,298800.285712965,2006
"AND",1093.741120741291,6.624548271169509,2005.192054692367,2006
"ARG",25898604.92836132,316447.22838568274,47480775.70199576,2006
"ARM",17808.916433906816,129.7490666507548,32649.680128829154,2006
"ATG",7558.014964467799,61.15211599685598,13856.36076819096,2006
"AUS",19021328.712606855,186303.9982471205,34872435.9731126,2006
"AUT",2567020.475778448,12583.533393478041,4706204.205593823,2006
"AZE",61150.79721866232,525.2014626943931,112109.79490088094,2006
"BDI",45216.99210402623,343.5676257261325,82897.81885738143,2006
"BEL",1483664.6913690306,6916.084248770071,2720051.9341765563,2006
"BEN",188249.912156247,1794.8044979809401,345124.8389531194,2006
"BES",1299.6379197994231,6.900502288660528,2382.6695196322753,2006
"BFA",512.6578154067031,4.75707136457761,939.8726615789557,2006
"BGD",1463587.2685214563,6862.821262972942,2683243.3256226694,2006
"BGR",707261.6816824817,5171.123840834245,1296646.4164178832,2006
"BHS",72648.26217189894,1015.7739443602954,133188.4806484814,2006
"BIH",95353.33115637931,535.9688347970033,174814.44045336207,2006
"BLR",5331091.612583933,42269.35271373391,9773667.956403881,2006
"BLZ",761926.9436509047,4269.73522438235,1396866.0633599919,2006
"BMU",10.578921046347055,0.06530198176757442,19.3946885849696,2006
"BOL",39862927.18724024,216314.82152920356,73082033.17660715,2006
"BRA",564411311.3958927,2876804.74696722,1034754070.8924708,2006
"BRB",491.686284820991,4.122334598451393,901.4248555051502,2006
"BRN",283935.5995062199,1013.5144252337645,520548.5990947365,2006
"BTN",171978.01938120037,622.8728830841218,315293.0355322007,2006
"BWA",2533.6460551727923,40.10784403642165,4645.0177678167865,2006
"CAF",9304061.359310903,57883.22092814473,17057445.825403325,2006
"CAN",198971156.79974344,2406190.7363021146,364780454.1328628,2006
"CHE",433840.18701350363,2048.8504959255147,795373.6761914236,2006
"CHL",12107140.184238875,91923.23939026736,22196423.67110459,2006
"CHN",99319085.79589961,575232.8870382096,182084990.62581605,2006
"CIV",15097237.491604418,97780.65199480724,27678268.734608095,2006
"CMR",7601078.498788793,35986.04110763812,13935310.581112785,2006
"COD",104129240.32519133,453170.6128119736,190903607.26285076,2006
"COG",4989047.494539827,22153.938101494878,9146587.07332301,2006
"COL",39526737.69374596,189963.60168666224,72465685.7718676,2006
"COM",3116.971134494242,12.963659929736135,5714.447079906111,2006
"CPV",,6.024247133513697,,2006
"CRI",1990655.9693822165,10059.474962600743,3649535.9438673942,2006
"CUB",1642648.9079601276,12305.087822119167,3011522.9979268983,2006
"CUW",282.4236411821711,3.4606813635338955,517.776675500647,2006
"CYM",1622.529168911145,17.95942012774384,2974.6368096704323,2006
"CYP",5747.96392179359,58.60322573993818,10537.933856621581,2006
"CZE",1595874.3746226302,8606.687254423103,2925769.686808156,2006
"DEU",8487943.113344654,42652.88486882002,15561229.041131862,2006
"DMA",6069.385929003082,25.382701624117857,11127.207536505652,2006
"DNK",590039.1377934486,5213.70671898548,1081738.4192879891,2006
"DOM",2035715.3029533855,13413.915399729469,3732144.722081205,2006
"DZA",599175.5111400449,5415.39407352854,1098488.4370900826,2006
"ECU",8263022.531118618,35602.59677240264,15148874.640384119,2006
"EGY",3228.381402892663,38.12591038674084,5918.699238636549,2006
"ESP",10110050.333614673,72719.07732340884,18535092.27829357,2006
"EST",2121676.3469192768,21731.766073147664,3889739.969352007,2006
"ETH",2184317.0356581025,12075.938863442785,4004581.232039854,2006
"FIN",14769780.41958804,182294.82184662565,27077930.76924475,2006
"FJI",429740.5739691008,1874.4188059061405,787857.7189433507,2006
"FRA",9766922.273154736,55049.47436143532,17906024.167450357,2006
"GAB",4284769.562478793,19300.76155673861,7855410.864544451,2006
"GBR",3298512.1162563805,21053.477904722677,6047272.213136697,2006
"GEO",85876.2700757527,531.3530525681834,157439.82847221327,2006
"GGY",14.06638189298965,0.15125231431856778,25.788366803814355,2006
"GHA",4391436.619632752,27136.106026040037,8050967.135993371,2006
"GIN",2179711.976402673,15305.724126266174,3996138.623404898,2006
"GLP",10224.290218999538,62.26845623010635,18744.53206816582,2006
"GMB",591.4447871371935,6.294415373331295,1084.315443084855,2006
"GNB",257625.76067127576,2018.2736304760756,472313.89456400555,2006
"GNQ",316076.88896939903,1255.6155388671114,579474.2964438983,2006
"GRC",745773.2121953524,7345.970169765664,1367250.8890248118,2006
"GRD",7003.876040967092,31.532020393623934,12840.439408439668,2006
"GTM",9117254.080303827,52558.403563793174,16714965.81389035,2006
"GUF",821461.6262064073,2534.9706897250976,1506012.9813784133,2006
"GUY",1611197.626442719,5933.7702380086375,2953862.315144986,2006
"HKG",2581.8901858410545,20.818472351692378,4733.465340708599,2006
"HND",7497841.5303438855,41630.8620879951,13746042.805630445,2006
"HRV",378236.252189566,2204.1989065142698,693433.1290142044,2006
"HTI",172555.23387033047,1162.8397855702501,316351.2620956059,2006
"HUN",1233027.493743515,7989.934710272462,2260550.405196444,2006
"IDN",320851978.5453245,1433150.2341909246,588228627.3330944,2006
"IMN",3817.280628568663,26.24447503278155,6998.347819042547,2006
"IND",14344726.059651203,67410.50808351499,26298664.44269389,2006
"IRL",1008829.9356689593,5248.275462487523,1849521.5487264255,2006
"IRN",14634.909433188564,140.78885076480591,26830.66729417903,2006
"IRQ",671.8978562605197,6.24004359795137,1231.8127364776192,2006
"ISR",12652.348901885623,132.2276803806568,23195.972986790315,2006
"ITA",1012280.7505651542,8901.865352197365,1855848.0427027824,2006
"JAM",546077.1391730881,2797.6836676785156,1001141.421817328,2006
"JEY",25.282510629351865,0.20268790583549195,46.35126948714508,2006
"JOR",70.71801933455977,0.7835791415624555,129.6497021133596,2006
"JPN",6914181.252539834,38974.453828154124,12675998.962989688,2006
"KAZ",362620.82014362625,3142.037633788395,664804.8369299818,2006
"KEN",3840957.404995381,20656.438782932346,7041755.242491536,2006
"KGZ",11985.065960438711,110.58315986918005,21972.620927470965,2006
"KHM",17682045.363201626,80507.19540113193,32417083.165869653,2006
"KNA",3855.8996747577626,20.454445301420606,7069.149403722566,2006
"KOR",1178290.7119279609,10148.495214439754,2160199.6385345943,2006
"LAO",26993588.704446323,122677.87988354718,49488245.95815158,2006
"LBN",15045.501710897384,148.81790494826143,27583.419803311866,2006
"LBR",6445546.521306969,36221.24298092208,11816835.289062776,2006
"LBY",1485.9178017004276,16.3024655117947,2724.1826364507842,2006
"LCA",20915.49931881611,98.11695233858372,38345.082084496185,2006
"LIE",2228.976529041297,11.598105367983642,4086.4569699090443,2006
"LKA",1260784.482333383,7730.473436409557,2311438.2176112025,2006
"LSO",341.08782556009527,2.425620265566652,625.3276801935081,2006
"LTU",2073951.4698814165,17449.72687059192,3802244.3614492645,2006
"LUX",78029.70874510832,365.9888042212664,143054.4660326986,2006
"LVA",4411012.406302355,38893.50325350295,8086856.078220983,2006
"MAC",,3.4983249402915932,,2006
"MAF",345.94462599009216,2.636319610878756,634.2318143151688,2006
"MAR",253024.90273344077,2221.776919562151,463878.98834464134,2006
"MDA",19846.150417776626,173.20152099805685,36384.60909925715,2006
"MDG",11379462.23287364,71034.03765642634,20862347.426935013,2006
"MDV",58.252607159103306,3.9063780813236626,106.79644645835606,2006
"MEX",22989859.530613333,179043.66593585882,42148075.80612451,2006
"MKD",315636.4659595223,2042.1325967877733,578666.8542591243,2006
"MLI",12571.345029960998,103.70893658620263,23047.46588826183,2006
"MLT",65.02498496810239,0.6258853129904515,119.21247244152102,2006
"MMR",26971659.306475274,127464.14150155925,49448042.06187131,2006
"MNE",28247.418130847247,175.5461739541368,51786.933239886625,2006
"MNG",1204818.619839476,13249.214446073696,2208834.1363723725,2006
"MOZ",23784175.0137475,172223.89748935934,43604320.85853708,2006
"MSR",2780.304553221941,12.612604582229164,5097.225014240225,2006
"MTQ",17346.115613255202,91.17823278162277,31801.211957634536,2006
"MUS",27382.621786356205,142.48742232739238,50201.47327498639,2006
"MWI",888840.265423076,5563.04899639782,1629540.4866089723,2006
"MYS",81264883.05120592,333901.3949392412,148985618.9272109,2006
"MYT",8878.764187621755,41.586752736833496,16277.734343973218,2006
"NAM",1335.9839618741496,17.04099671900408,2449.3039301026074,2006
"NCL",347615.24527294684,2134.532560701939,637294.6163337365,2006
"NGA",3549723.0180994724,26167.557950238937,6507825.533182366,2006
"NIC",8126018.577137644,38875.45820383862,14897700.724752346,2006
"NLD",239777.8178598332,1482.347280904154,439592.66607636097,2006
"NOR",3717233.860581735,40648.51285867199,6814928.744399847,2006
"NPL",850465.3307492547,3255.0100289311,1559186.4397069663,2006
"NZL",11308438.348239383,61671.65710718075,20732136.971772213,2006
"PAK",217267.30078968307,1345.3201096628732,398323.3847810855,2006
"PAN",7061293.133628137,34322.71157289784,12945704.078318246,2006
"PER",23109433.026448324,88915.88443692605,42367293.88182194,2006
"PHL",13281133.35613237,57428.52504839534,24348744.486242674,2006
"PLW",11269.011294123211,34.867139689161064,20659.854039225887,2006
"PNG",16509860.132636322,56388.40530135737,30268076.909833252,2006
"POL",4985627.908795517,37680.33709414055,9140317.83279178,2006
"PRI",232273.68214752644,1242.9983864473465,425835.0839371318,2006
"PRK",1465258.770164776,12580.251427104367,2686307.745302089,2006
"PRT",5643669.994750318,42566.30062330996,10346728.323708918,2006
"PRY",12604755.02994017,148256.36100513145,23108717.5548903,2006
"PSE",57.87300108494466,0.7234155284016889,106.1005019890652,2006
"REU",137897.10452009994,628.8964876422151,252811.35828684983,2006
"ROU",2323050.8326945994,13066.519230667533,4258926.526606766,2006
"RUS",202338735.0468635,2233420.254879145,370954347.5859164,2006
"RWA",110081.68165880721,745.5328997464495,201816.4163744799,2006
"SDN",470.10925123222347,4.1506645137647995,861.8669605924097,2006
"SEN",4945.637778451659,41.24825584624351,9067.00259382804,2006
"SGP",9090.653441474826,56.068065041953965,16666.197976037176,2006
"SLB",1404060.119236825,5068.419639967129,2574110.218600847,2006
"SLE",4317269.521402611,28525.9283956541,7914994.122571454,2006
"SLV",704019.0992674942,4604.314794615934,1290701.681990406,2006
"SOM",9185.596033885458,118.51669685403215,16840.259395456673,2006
"SRB",338530.6276886035,1891.223049294923,620639.4840957731,2006
"SSD",825893.2051902417,8963.298123116352,1514137.5428487766,2006
"SUR",1005681.6342151577,3404.350215513905,1843749.662727789,2006
"SVK",1485481.9191225441,8022.866910637093,2723383.5183913317,2006
"SVN",235200.08438376102,1246.118948322453,431200.1547035618,2006
"SWE",21252772.111800443,249126.08010292274,38963415.53830081,2006
"SWZ",2252905.237363183,9431.399995474243,4130326.2684991695,2006
"SXM",208.5396268403202,2.2707164457333775,382.32264920725373,2006
"SYC",36.740008417838624,0.15181821660263894,67.3566820993708,2006
"SYR",33691.15099622379,280.75155734043614,61767.110159743665,2006
"TCA",283.82791719206364,4.577945866062521,520.3511815187834,2006
"TCD",329766.3211551598,2981.897009069501,604571.5887844596,2006
"TGO",179532.63583327748,1687.8064304325399,329143.1656943421,2006
"THA",21173331.60800371,99820.57963343912,38817774.61467345,2006
"TJK",2205.97730394436,19.433076637059692,4044.291723897992,2006
"TKM",1522.394949288871,13.62915282636058,2791.057407029597,2006
"TLS",678095.4989375675,2929.0921986487992,1243175.0813855403,2006
"TTO",320720.7354745969,1755.8252358748343,587988.0150367608,2006
"TUN",40392.8184785052,353.7352516466367,74053.5005439262,2006
"TUR",2747962.666000606,25884.82381220355,5037931.554334444,2006
"TWN",470035.37645490724,2076.7225022637576,861731.5235006633,2006
"TZA",10618161.027027866,85295.84419366898,19466628.549551085,2006
"UGA",4966009.117671961,28448.198025603,9104350.049065262,2006
"UKR",5834590.062652318,42130.1087295951,10696748.44819591,2006
"UMI",,0.07309477526366773,,2006
"URY",2091558.149381393,21029.27939856653,3834523.2738658865,2006
"USA",359518921.66329503,2605855.554393672,659118023.0493741,2006
"UZB",5395.223319419,53.07967528544984,9891.242752268166,2006
"VCT",2306.6732231212018,10.494106763332452,4228.9009090555355,2006
"VEN",13546420.264063608,85490.75853768189,24835103.81744993,2006
"VGB",419.93697132360467,2.777119088920198,769.8844474266084,2006
"VIR",11811.776283943273,73.80593740275806,21654.923187229335,2006
"VNM",16473599.137013186,78777.1925267682,30201598.41785749,2006
"VUT",47847.23284361929,219.12138676990887,87719.92687996868,2006
"XAD",219.88370743131998,2.097757331486426,403.1201302907532,2006
"XCA",897.3501985291977,8.970921928893512,1645.1420306368627,2006
"XKO",94770.32763254388,519.9870444799375,173745.60065966373,2006
"XNC",1587.3204204091965,15.89387124443617,2910.0874374168607,2006
"ZAF",22422644.290314604,104943.27066732198,41108181.19891011,2006
"ZMB",5894383.428371509,40500.90119540358,10806369.618681096,2006
"ZWE",2638876.533371308,14883.276794202833,4837940.31118073,2006
"AFG",31924.13931956894,252.84166203678524,58527.58875254302,2007
"AGO",19329826.103312023,145286.712618931,35438014.522738725,2007
"AIA",653.3723330541065,8.635548870159013,1197.8492772658624,2007
"ALA",21865.324301170498,247.9460723476619,40086.42788547924,2007
"ALB",910973.298281389,5225.026688463702,1670117.713515881,2007
"AND",399.02838669541495,2.1690592921811094,731.5520422749274,2007
"ARG",29499801.349347882,425345.2677640191,54082969.14047111,2007
"ARM",7411.7208121713265,54.53641566355057,13588.1548223141,2007
"ATG",4202.775125288849,37.157828740473086,7705.0877296962235,2007
"AUS",37900279.358223416,372716.96073287237,69483845.49007632,2007
"AUT",6457312.143388271,31669.689927648637,11838405.596211828,2007
"AZE",58259.71850194398,507.55722526524636,106809.48392023068,2007
"BDI",251971.3251529446,1861.6868708822467,461947.429447065,2007
"BEL",1289880.112832281,5985.1425340277565,2364780.2068591826,2007
"BEN",558905.0142930665,4659.69906216463,1024659.1928706218,2007
"BES",95.32275935061034,0.6609167143967577,174.7583921427856,2007
"BFA",295.8746735476316,2.8680846058642873,542.4369015039912,2007
"BGD",825112.8211573587,3995.102623747378,1512706.838788491,2007
"BGR",1380557.7952968867,9557.281924950432,2531022.6247109585,2007
"BHS",46313.64305219608,604.8076716038399,84908.3455956928,2007
"BIH",376545.12022681686,2681.522458506283,690332.7204158307,2007
"BLR",4105419.56632992,32656.7502258171,7526602.53827152,2007
"BLZ",2184470.707327441,12263.603195896054,4004862.963433641,2007
"BOL",36839344.47374422,189952.92014924507,67538798.20186439,2007
"BRA",477640490.50270355,2621820.177926481,875674232.5882901,2007
"BRB",4493.597859623882,31.628237100954273,8238.262742643785,2007
"BRN",407161.5451081524,1564.8328150479103,746462.8326982794,2007
"BTN",135986.46312916363,508.22072905704107,249308.51573679995,2007
"BWA",2243.801131555689,33.559638591194634,4113.635407852097,2007
"CAF",7342793.992898073,37308.156259856056,13461788.986979805,2007
"CAN",181004459.57985112,2117900.170313593,331841509.2297271,2007
"CHE",388110.81391658087,1852.2483516537204,711536.4921803982,2007
"CHL",15979881.23115902,121652.32886081569,29296448.923791543,2007
"CHN",123330520.88753803,652978.7122012962,226105954.96048638,2007
"CIV",13996653.835661711,90864.76358264289,25660532.03204646,2007
"CMR",9915841.18340812,45916.05230572758,18179042.16958156,2007
"COD",105694286.13980682,462903.2876113662,193772857.92297906,2007
"COG",6232587.302718254,29764.687952001055,11426410.054983465,2007
"COL",57785737.33244839,269029.28637287824,105940518.44282201,2007
"COM",16305.382838628193,77.72839324687558,29893.201870818346,2007
"CPV",,0.5917711814620975,,2007
"CRI",2238834.529463745,11447.873291167976,4104529.9706835328,2007
"CUB",939259.2868653024,7873.760798355874,1721975.359253054,2007
"CUW",315.96526306202486,4.212890180067078,579.2696489470457,2007
"CYM",1510.3332958894168,17.864127307181306,2768.944375797265,2007
"CYP",80874.24261884787,778.2392783807514,148269.44480122134,2007
"CZE",4069474.5754090203,21325.094843922838,7460703.388249871,2007
"DEU",19367166.18169786,93223.62502261641,35506471.33311275,2007
"DMA",9601.297290593651,40.30000140915046,17602.378366088356,2007
"DNK",501680.81861722574,4381.407303645592,919748.1674649136,2007
"DOM",2490259.9750527726,16059.061856193684,4565476.620930082,2007
"DZA",571842.6492885819,5201.55658304616,1048378.1903623999,2007
"ECU",13495104.811577396,60539.504368430455,24741025.487891886,2007
"EGY",6811.722872616937,78.27013988805165,12488.15859979772,2007
"ESP",8707938.078526452,60256.31684768094,15964553.143965162,2007
"EST",1610296.220905102,16188.59506714275,2952209.738326019,2007
"ETH",4860457.060532022,25608.57311327954,8910837.944308706,2007
"FIN",12794537.849798072,151914.87790835928,23456652.72462979,2007
"FJI",477469.8252420594,2148.4670978382096,875361.3462771092,2007
"FRA",8954270.43291264,49246.17317441944,16416162.460339837,2007
"GAB",3902684.544377164,16501.475747938224,7154921.664691469,2007
"GBR",4899530.870833673,31222.41959495226,8982473.263195066,2007
"GEO",173175.33154310263,992.4460000764212,317488.10782902193,2007
"GHA",6507037.393984319,40172.37055944056,11929568.555637917,2007
"GIN",4972334.36452165,33821.27135082482,9115946.334956357,2007
"GLP",26008.24915393027,158.3031189044353,47681.790115538824,2007
"GMB",4349.933888368216,49.60546797642212,7974.878795341727,2007
"GNB",787125.2206484013,6044.027621287805,1443062.904522069,2007
"GNQ",724032.501915785,3141.5272515251804,1327392.9201789398,2007
"GRC",4858071.220739735,46061.55695983619,8906463.90468951,2007
"GRD",15426.206104307836,67.81289337321766,28281.3778578977,2007
"GTM",21457820.030582678,126556.72461972489,39339336.7227349,2007
"GUF",1050899.6979786395,3328.108834443462,1926649.4462941722,2007
"GUY",1421936.7029872611,5249.63206042203,2606883.955476646,2007
"HKG",2577.6374899401826,29.587736637835725,4725.668731557002,2007
"HND",7617695.307616537,42412.38495594682,13965774.730630316,2007
"HRV",532017.1272299448,3237.112404460168,975364.7332548983,2007
"HTI",296508.97229696554,2077.2116764818443,543599.7825444371,2007
"HUN",1432126.688250185,9361.071277143303,2625565.595125339,2007
"IDN",301610033.0177989,1387625.2924869305,552951727.1992981,2007
"IMN",4184.550170291497,30.388384622583786,7671.67531220108,2007
"IND",15587238.079792118,73906.51985678384,28576603.146285556,2007
"IRL",2081357.834352375,11681.901580887692,3815822.696312689,2007
"IRN",13587.005793444165,131.05927632238144,24909.5106213143,2007
"IRQ",1095.1929596529744,10.328544856582814,2007.8537593637866,2007
"ISR",4394.740755968634,47.96047012408357,8057.024719275831,2007
"ITA",1403413.868477721,11590.055713961661,2572925.425542489,2007
"JAM",247713.7121528829,1269.915259299444,454141.8056136186,2007
"JOR",36.25572957214529,0.39192569674476946,66.46883754893304,2007
"JPN",8143430.405263757,45585.778159295995,14929622.409650216,2007
"KAZ",526984.6127003409,4605.437639402695,966138.4566172911,2007
"KEN",4998680.254546152,26102.96008148221,9164247.133334616,2007
"KGZ",11808.59733723041,107.42933346305918,21649.09511825576,2007
"KHM",16926476.04375768,77676.05563455983,31031872.746889085,2007
"KNA",2361.5052373688864,12.286894849103307,4329.4262685096255,2007
"KOR",1000646.9190265494,8096.16633452927,1834519.3515486731,2007
"LAO",29370605.287979864,132995.12583232747,53846109.69462977,2007
"LBN",27935.210602674186,273.03032151792866,51214.552771569346,2007
"LBR",7965804.149133891,44282.08227645055,14603974.27341213,2007
"LBY",367.1829619744019,4.2909152981513525,673.1687636197366,2007
"LCA",10300.094394528776,48.57569600168511,18883.50638996942,2007
"LIE",1954.4229638980435,8.433932016611726,3583.108767146413,2007
"LKA",1432152.6540461057,10241.819958951226,2625613.199084527,2007
"LSO",337.2321727390284,3.018690576753567,618.2589833548852,2007
"LTU",1932075.2944014762,16036.749411474659,3542138.0397360404,2007
"LUX",109612.47929460701,502.2325746558154,200956.21204011285,2007
"LVA",4109858.838289203,36128.75370425037,7534741.203530205,2007
"MAC",,4.42678233976012,,2007
"MAF",306.8379670044824,2.709545012454273,562.5362728415511,2007
"MAR",278682.6617662414,2513.070495378277,510918.21323810925,2007
