"iso","treecover_loss__ha","treecover_loss__year"
"ABW",0.300630886009097,2018
"AFG",25.705845253893,2018
"AGO",242552.497389543,2018
"AIA",0.219474815132366,2018
"ALA",619.706688772286,2018
"ALB",2048.76922812268,2018
"AND",14.8882136337419,2018
"ARG",172958.094577003,2018
"ARM",5.90252185320962,2018
"ATG",162.814605988389,2018
"AUS",251089.66400177,2018
"AUT",26310.0929436929,2018
"AZE",75.3286397556199,2018
"BDI",2874.5751947878,2018
"BEL",4630.60812314554,2018
"BEN",1825.97080777027,2018
"BES",0.440779271544091,2018
"BGD",19342.8728489408,2018
"BGR",9753.980071152,2018
"BHS",913.749076370418,2018
"BIH",2673.67080509345,2018
"BLR",87446.5702116631,2018
"BLZ",11163.6663175439,2018
"BOL",301855.818060816,2018
"BRA",2948462.08026942,2018
"BRB",22.6342441473375,2018
"BRN",806.634430834362,2018
"BTN",1240.06448959178,2018
"BWA",2.62494387280596,2018
"CAF",40912.9930404673,2018
"CAN",2142937.38073255,2018
"CHE",3134.38677460395,2018
"CHL",76897.6400024729,2018
"CHN",569452.973580624,2018
"CIV",324739.877774153,2018
"CMR",120813.9643334,2018
"COD",1373807.41228498,2018
"COG",62697.9058747373,2018
"COL",352434.010275829,2018
"COM",218.159035299468,2018
"CPV",10.8567903034803,2018
"CRI",12337.8588680989,2018
"CUB",14955.1030666963,2018
"CUW",0.752223886733356,2018
"CYM",42.388537852944,2018
"CYP",32.4503714341021,2018
"CZE",39206.389179749,2018
"DEU",52237.2254555511,2018
"DMA",778.565204795887,2018
"DNK",3161.62525342089,2018
"DOM",13970.4286324009,2018
"DZA",5763.90973646734,2018
"ECU",38709.382732197,2018
"EGY",62.7381514974824,2018
"ESP",119649.00225151,2018
"EST",40038.1589300418,2018
"ETH",18894.2432227503,2018
"FIN",269954.79917347,2018
"FJI",1366.93536312842,2018
"FRA",69201.4357909155,2018
"GAB",26788.0563214158,2018
"GBR",26251.4669018395,2018
"GEO",300.049159959041,2018
"GGY",0.10072524368923,2018
"GHA",151445.594927362,2018
"GIN",182895.356552191,2018
"GLP",100.898582799407,2018
"GMB",6.14594194132346,2018
"GNB",14394.1707591508,2018
"GNQ",7823.43708744623,2018
"GRC",7122.19261768166,2018
"GRD",109.808157581452,2018
"GTM",71160.90213539,2018
"GUF",3738.71120370434,2018
"GUY",11760.82237851,2018
"HKG",156.179488052659,2018
"HND",76254.1050390427,2018
"HRV",8285.34023798661,2018
"HTI",4131.55180499074,2018
"HUN",13798.7810366163,2018
"IDN",1218732.51605523,2018
"IMN",11.8365186183063,2018
"IND",132232.993022525,2018
"IRL",8380.34307077498,2018
"IRN",67.9895878935644,2018
"ISR",39.6551535835022,2018
"ITA",38843.5105216149,2018
"JAM",2232.63611540189,2018
"JEY",0.0506153934591985,2018
"JPN",50506.9495070528,2018
"KAZ",1138.88781485673,2018
"KEN",15908.415238447,2018
"KGZ",17.3710354712003,2018
"KHM",113205.228283348,2018
"KNA",4.85461569453116,2018
"KOR",21850.013081137,2018
"LAO",294666.251235171,2018
"LBN",255.741168446655,2018
"LBR",204932.544813732,2018
"LBY",2.92231886578651,2018
"LCA",33.7801533979288,2018
"LIE",6.5350248982067,2018
"LKA",13160.9380777986,2018
"LSO",7.72213771005187,2018
"LTU",19749.6221861647,2018
"LUX",457.782299683875,2018
"LVA",46923.4780739769,2018
"MAC",0.856829927504535,2018
"MAR",2078.08111842511,2018
"MDA",861.586295646812,2018
"MDG",366619.936196316,2018
"MEX",267150.721074483,2018
"MKD",1542.93131280414,2018
"MLI",298.799185771913,2018
"MMR",278708.797043013,2018
"MNE",1652.24279073936,2018
"MNG",9224.63659956511,2018
"MOZ",172397.981828227,2018
"MSR",9.44280537016224,2018
"MTQ",51.2402481714496,2018
"MWI",15487.1280091251,2018
"MYS",437984.518021928,2018
"MYT",72.5835049023108,2018
"NAM",7.93315108103904,2018
"NCL",3069.44107184146,2018
"NGA",119822.456788342,2018
"NIC",71374.9431940259,2018
"NLD",1271.22854119779,2018
"NOR",59219.6251417261,2018
"NPL",1672.11661051254,2018
"NZL",79228.4005683737,2018
"PAK",75.5616892329374,2018
"PAN",27960.8724898147,2018
"PER",211726.02889162,2018
"PHL",70533.5713228243,2018
"PLW",3.89126619203539,2018
"PNG",117935.180319345,2018
"POL",96845.8462440588,2018
"PRI",1227.87992786834,2018
"PRK",7691.71837783143,2018
"PRT",97436.8977953604,2018
"PRY",258779.661809188,2018
"PSE",2.02768764522232,2018
"ROU",18974.1775512546,2018
"RUS",5560430.92539635,2018
"RWA",4290.99846704083,2018
"SDN",16.1157628217611,2018
"SEN",300.944096764881,2018
"SGP",289.026830510219,2018
"SLB",17825.0085633432,2018
"SLE",188217.439129989,2018
"SLV",2703.64644568626,2018
"SMR",0.223145016093737,2018
"SOM",43.9659422407437,2018
"SPM",0.212278503684914,2018
"SRB",3966.43814076742,2018
"SSD",2640.93805290902,2018
"SUR",19000.9011478459,2018
"SVK",17698.5509160283,2018
"SVN",8236.42772476649,2018
"SWE",290151.413501051,2018
"SWZ",1919.91878736115,2018
"SYR",903.428893858787,2018
"TCA",36.12955168668,2018
"TCD",6931.78333732787,2018
"TGO",6783.64972329053,2018
"THA",133532.581041583,2018
"TJK",0.180054464654938,2018
"TLS",1243.59891084651,2018
"TTO",947.239562029299,2018
"TUN",902.670347581197,2018
"TUR",35668.3308399008,2018
"TWN",1901.45037543739,2018
"TZA",171708.216396007,2018
"UGA",86229.8419243302,2018
"UKR",74423.4316963947,2018
"URY",19527.9703100453,2018
"USA",2092359.4724431,2018
"UZB",0.466104254066814,2018
"VCT",17.0120772440191,2018
"VEN",112107.317676945,2018
"VGB",6.21236764109239,2018
"VIR",45.3920002047828,2018
"VNM",225154.891316625,2018
"VUT",1031.35033539565,2018
"XAD",0.826368698261672,2018
"XCA",0.436154590874541,2018
"XKO",593.894051194339,2018
"XNC",17.5540059960403,2018
"ZAF",63666.7537964105,2018
"ZMB",143944.228070528,2018
"ZWE",6557.17651257243,2018
