"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"TURKEY",2005,64737
"TURKMENISTAN",2005,13182
"TURKS AND CAICOS ISLANDS",2005,33
"TUVALU",2005,3
"UGANDA",2005,592
"UKRAINE",2005,91049
"UNITED ARAB EMIRATES",2005,31674
"UNITED KINGDOM",2005,147963
"UNITED REPUBLIC OF TANZANIA",2005,1501
"UNITED STATES OF AMERICA",2005,1578873
"URUGUAY",2005,1575
"UZBEKISTAN",2005,31974
"VANUATU",2005,16
"VENEZUELA",2005,45022
"VIET NAM",2005,26764
"WALLIS AND FUTUNA ISLANDS",2005,8
"YEMEN",2005,5466
"YUGOSLAVIA (MONTENEGRO & SERBIA)",2005,14263
"ZAMBIA",2005,624
"ZIMBABWE",2005,2937
