"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",1958,648
"HUNGARY",1958,10712
"ICELAND",1958,298
"INDIA",1958,28309
"INDONESIA",1958,6061
"IRAQ",1958,1820
"IRELAND",1958,2445
"ISLAMIC REPUBLIC OF IRAN",1958,6886
"ISRAEL",1958,1512
"ITALY (INCLUDING SAN MARINO)",1958,23922
"JAMAICA",1958,370
"JAPAN",1958,49460
"JORDAN",1958,143
"KENYA",1958,570
"KUWAIT",1958,1007
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1958,20
"LEBANON",1958,541
"LIBERIA",1958,44
"LIBYAN ARAB JAMAHIRIYAH",1958,96
"LUXEMBOURG",1958,2753
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1958,8
"MADAGASCAR",1958,102
"MALTA",1958,90
"MARTINIQUE",1958,39
"MAURITIUS",1958,57
"MEXICO",1958,14743
"MONGOLIA",1958,310
"MOROCCO",1958,892
"MOZAMBIQUE",1958,496
"MYANMAR (FORMERLY BURMA)",1958,658
"NEPAL",1958,16
"NETHERLAND ANTILLES AND ARUBA",1958,2733
"NETHERLANDS",1958,18203
"NEW CALEDONIA",1958,202
"NEW ZEALAND",1958,2779
"NICARAGUA",1958,164
"NIGER",1958,7
"NIGERIA",1958,1016
"NORWAY",1958,3054
"PACIFIC ISLANDS (PALAU)",1958,4
"PANAMA",1958,253
"PAPUA NEW GUINEA",1958,40
"PARAGUAY",1958,66
"PENINSULAR MALAYSIA",1958,884
"PERU",1958,2013
"PHILIPPINES",1958,2064
"PLURINATIONAL STATE OF BOLIVIA",1958,250
"POLAND",1958,48241
"PORTUGAL",1958,2063
"QATAR",1958,46
"REPUBLIC OF CAMEROON",1958,76
"REPUBLIC OF KOREA",1958,2459
"REPUBLIC OF SOUTH VIETNAM",1958,450
"REUNION",1958,17
"RHODESIA-NYASALAND",1958,2756
"ROMANIA",1958,13593
"RWANDA-URUNDI",1958,8
"RYUKYU ISLANDS",1958,71
"SABAH",1958,19
"SAINT LUCIA",1958,3
"SAMOA",1958,3
"SAO TOME & PRINCIPE",1958,2
"SARAWAK",1958,143
"SAUDI ARABIA",1958,917
"SENEGAL",1958,97
"SIERRA LEONE",1958,57
"SINGAPORE",1958,627
"SOLOMON ISLANDS",1958,3
"SOMALIA",1958,23
"SOUTH AFRICA",1958,26273
"SPAIN",1958,15255
"SRI LANKA",1958,532
"ST. KITTS-NEVIS-ANGUILLA",1958,3
"ST. PIERRE & MIQUELON",1958,11
"ST. VINCENT & THE GRENADINES",1958,3
"SUDAN",1958,352
"SURINAME",1958,87
"SWAZILAND",1958,1
"SWEDEN",1958,11485
"SWITZERLAND",1958,4446
"SYRIAN ARAB REPUBLIC",1958,592
"TAIWAN",1958,2613
"TANGANYIKA",1958,211
"THAILAND",1958,824
"TOGO",1958,13
"TONGA",1958,2
"TRINIDAD AND TOBAGO",1958,949
"TUNISIA",1958,395
"TURKEY",1958,4378
"UGANDA",1958,80
"UNITED KINGDOM",1958,151729
"UNITED STATES OF AMERICA",1958,748069
"URUGUAY",1958,1086
"USSR",1958,360889
"VENEZUELA",1958,14864
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1958,7625
"ZANZIBAR",1958,8
