"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"KIRIBATI",1975,9
"KUWAIT",1975,4589
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1975,69
"LEBANON",1975,1754
"LIBERIA",1975,405
"LIBYAN ARAB JAMAHIRIYAH",1975,3158
"LUXEMBOURG",1975,3230
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1975,81
"MADAGASCAR",1975,462
"MALAWI",1975,158
"MALAYSIA",1975,5303
"MALDIVES",1975,2
"MALI",1975,93
"MALTA",1975,182
"MARTINIQUE",1975,246
"MAURITANIA",1975,139
"MAURITIUS",1975,161
"MEXICO",1975,44852
"MONGOLIA",1975,1109
"MONTSERRAT",1975,3
"MOROCCO",1975,3030
"MOZAMBIQUE",1975,787
"MYANMAR (FORMERLY BURMA)",1975,1251
"NAURU",1975,28
"NEPAL",1975,96
"NETHERLAND ANTILLES AND ARUBA",1975,2791
"NETHERLANDS",1975,41729
"NEW CALEDONIA",1975,690
"NEW ZEALAND",1975,4980
"NICARAGUA",1975,526
"NIGER",1975,91
"NIGERIA",1975,12925
"NIUE",1975,1
"NORWAY",1975,8092
"OMAN",1975,1979
"PACIFIC ISLANDS (PALAU)",1975,53
"PAKISTAN",1975,6332
"PANAMA",1975,999
"PAPUA NEW GUINEA",1975,418
"PARAGUAY",1975,229
"PERU",1975,5990
"PHILIPPINES",1975,8870
"PLURINATIONAL STATE OF BOLIVIA",1975,1107
"POLAND",1975,102416
"PORTUGAL",1975,5824
"QATAR",1975,2988
"REPUBLIC OF CAMEROON",1975,317
"REPUBLIC OF KOREA",1975,22315
"REUNION",1975,132
"ROMANIA",1975,44248
"RWANDA",1975,48
"SAINT LUCIA",1975,21
"SAMOA",1975,16
"SAO TOME & PRINCIPE",1975,5
"SAUDI ARABIA",1975,22726
"SENEGAL",1975,704
"SEYCHELLES",1975,16
"SIERRA LEONE",1975,143
"SINGAPORE",1975,6693
"SOLOMON ISLANDS",1975,16
"SOMALIA",1975,137
"SOUTH AFRICA",1975,50505
"SPAIN",1975,49535
"SRI LANKA",1975,790
"ST. KITTS-NEVIS-ANGUILLA",1975,9
"ST. PIERRE & MIQUELON",1975,9
"ST. VINCENT & THE GRENADINES",1975,9
"SUDAN",1975,1156
"SURINAME",1975,551
"SWAZILAND",1975,92
"SWEDEN",1975,22041
"SWITZERLAND",1975,10662
"SYRIAN ARAB REPUBLIC",1975,3050
"TAIWAN",1975,11868
"THAILAND",1975,6656
"TOGO",1975,85
"TONGA",1975,9
"TRINIDAD AND TOBAGO",1975,2624
"TUNISIA",1975,1513
"TURKEY",1975,17916
"UGANDA",1975,309
"UNITED ARAB EMIRATES",1975,8473
"UNITED KINGDOM",1975,164615
"UNITED REPUBLIC OF TANZANIA",1975,623
"UNITED STATES OF AMERICA",1975,1201617
"URUGUAY",1975,1628
"USSR",1975,817647
"VANUATU",1975,15
"VENEZUELA",1975,17403
"VIET NAM",1975,5945
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1975,24429
"ZAMBIA",1975,1113
"ZIMBABWE",1975,2269
