"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"PAPUA NEW GUINEA",1959,44
"PARAGUAY",1959,83
"PENINSULAR MALAYSIA",1959,716
"PERU",1959,1970
"PHILIPPINES",1959,1973
"PLURINATIONAL STATE OF BOLIVIA",1959,259
"POLAND",1959,51769
"PORTUGAL",1959,2179
"QATAR",1959,50
"REPUBLIC OF CAMEROON",1959,76
"REPUBLIC OF KOREA",1959,3063
"REPUBLIC OF SOUTH VIETNAM",1959,414
"REUNION",1959,19
"RHODESIA-NYASALAND",1959,3074
"ROMANIA",1959,13825
"RWANDA-URUNDI",1959,31
"RYUKYU ISLANDS",1959,82
"SABAH",1959,36
"SAINT LUCIA",1959,3
"SAMOA",1959,4
"SAO TOME & PRINCIPE",1959,2
"SARAWAK",1959,117
"SAUDI ARABIA",1959,506
"SENEGAL",1959,106
"SIERRA LEONE",1959,64
"SINGAPORE",1959,491
"SOLOMON ISLANDS",1959,3
"SOMALIA",1959,24
"SOUTH AFRICA",1959,25787
"SPAIN",1959,14220
"SRI LANKA",1959,561
"ST. KITTS-NEVIS-ANGUILLA",1959,4
"ST. PIERRE & MIQUELON",1959,9
"ST. VINCENT & THE GRENADINES",1959,3
"SUDAN",1959,373
"SURINAME",1959,100
"SWAZILAND",1959,1
"SWEDEN",1959,11572
"SWITZERLAND",1959,4533
"SYRIAN ARAB REPUBLIC",1959,608
"TAIWAN",1959,3001
"TANGANYIKA",1959,179
"THAILAND",1959,907
"TOGO",1959,15
"TONGA",1959,2
"TRINIDAD AND TOBAGO",1959,844
"TUNISIA",1959,434
"TURKEY",1959,4694
"UGANDA",1959,113
"UNITED ARAB EMIRATES",1959,3
"UNITED KINGDOM",1959,149154
"UNITED STATES OF AMERICA",1959,770642
"URUGUAY",1959,1198
"USSR",1959,379431
"VENEZUELA",1959,17783
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1959,8741
"ZANZIBAR",1959,9
