"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"LIBYAN ARAB JAMAHIRIYAH",1994,12035
"LITHUANIA",1994,4734
"LUXEMBOURG",1994,2779
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1994,347
"MACEDONIA",1994,2855
"MADAGASCAR",1994,346
"MALAWI",1994,250
"MALAYSIA",1994,25637
"MALDIVES",1994,54
"MALI",1994,126
"MALTA",1994,660
"MARSHALL ISLANDS",1994,18
"MARTINIQUE",1994,446
"MAURITANIA",1994,312
"MAURITIUS",1994,443
"MEXICO",1994,96204
"MONGOLIA",1994,2167
"MONTSERRAT",1994,9
"MOROCCO",1994,8083
"MOZAMBIQUE",1994,290
"MYANMAR (FORMERLY BURMA)",1994,1703
"NAMIBIA",1994,432
"NAURU",1994,30
"NEPAL",1994,463
"NETHERLAND ANTILLES",1994,1440
"NETHERLANDS",1994,45084
"NEW CALEDONIA",1994,540
"NEW ZEALAND",1994,7276
"NICARAGUA",1994,693
"NIGER",1994,211
"NIGERIA",1994,9599
"NIUE",1994,2
"NORWAY",1994,9246
"OCCUPIED PALESTINIAN TERRITORY",1994,264
"OMAN",1994,4174
"PAKISTAN",1994,23136
"PALAU",1994,64
"PANAMA",1994,1183
"PAPUA NEW GUINEA",1994,595
"PARAGUAY",1994,936
"PERU",1994,6351
"PHILIPPINES",1994,14944
"PLURINATIONAL STATE OF BOLIVIA",1994,2355
"POLAND",1994,91075
"PORTUGAL",1994,12997
"QATAR",1994,8242
"REPUBLIC OF CAMEROON",1994,1041
"REPUBLIC OF KOREA",1994,93820
"REPUBLIC OF MOLDOVA",1994,3297
"REUNION",1994,443
"ROMANIA",1994,32490
"RUSSIAN FEDERATION",1994,463152
"RWANDA",1994,129
"SAINT HELENA",1994,3
"SAINT LUCIA",1994,71
"SAMOA",1994,31
"SAO TOME & PRINCIPE",1994,13
"SAUDI ARABIA",1994,83982
"SENEGAL",1994,1064
"SEYCHELLES",1994,55
"SIERRA LEONE",1994,140
"SINGAPORE",1994,16821
"SLOVAKIA",1994,11023
"SLOVENIA",1994,3638
"SOLOMON ISLANDS",1994,38
"SOMALIA",1994,172
"SOUTH AFRICA",1994,92492
"SPAIN",1994,63650
"SRI LANKA",1994,1507
"ST. KITTS-NEVIS",1994,33
"ST. PIERRE & MIQUELON",1994,19
"ST. VINCENT & THE GRENADINES",1994,33
"SUDAN",1994,1131
"SURINAME",1994,558
"SWAZILAND",1994,132
"SWEDEN",1994,14970
"SWITZERLAND",1994,11269
"SYRIAN ARAB REPUBLIC",1994,12721
"TAIWAN",1994,44740
"TAJIKISTAN",1994,643
"THAILAND",1994,37949
"TOGO",1994,227
"TONGA",1994,25
"TRINIDAD AND TOBAGO",1994,4756
"TUNISIA",1994,4347
"TURKEY",1994,42773
"TURKMENISTAN",1994,9145
"TURKS AND CAICOS ISLANDS",1994,12
"TUVALU",1994,2
"UGANDA",1994,193
"UKRAINE",1994,120471
"UNITED ARAB EMIRATES",1994,19943
"UNITED KINGDOM",1994,149097
"UNITED REPUBLIC OF TANZANIA",1994,656
"UNITED STATES OF AMERICA",1994,1389243
"URUGUAY",1994,1109
"UZBEKISTAN",1994,29633
"VANUATU",1994,17
"VENEZUELA",1994,35442
"VIET NAM",1994,7153
"YEMEN",1994,2472
"YUGOSLAVIA (MONTENEGRO & SERBIA)",1994,10476
"ZAMBIA",1994,660
"ZIMBABWE",1994,4853
