"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"MYANMAR (FORMERLY BURMA)",1969,877
"NAURU",1969,18
"NEPAL",1969,109
"NETHERLAND ANTILLES AND ARUBA",1969,4061
"NETHERLANDS",1969,31609
"NEW CALEDONIA",1969,425
"NEW ZEALAND",1969,3892
"NICARAGUA",1969,351
"NIGER",1969,52
"NIGERIA",1969,3303
"NORWAY",1969,6060
"OMAN",1969,64
"PACIFIC ISLANDS (PALAU)",1969,36
"PANAMA",1969,560
"PAPUA NEW GUINEA",1969,152
"PARAGUAY",1969,142
"PENINSULAR MALAYSIA",1969,2598
"PERU",1969,4173
"PHILIPPINES",1969,6234
"PLURINATIONAL STATE OF BOLIVIA",1969,695
"POLAND",1969,80080
"PORTUGAL",1969,3985
"QATAR",1969,1956
"REPUBLIC OF CAMEROON",1969,156
"REPUBLIC OF KOREA",1969,11596
"REPUBLIC OF SOUTH VIETNAM",1969,5064
"REUNION",1969,61
"ROMANIA",1969,30447
"RWANDA",1969,16
"RYUKYU ISLANDS",1969,207
"SABAH",1969,119
"SAINT LUCIA",1969,17
"SAMOA",1969,8
"SAO TOME & PRINCIPE",1969,4
"SARAWAK",1969,-222
"SAUDI ARABIA",1969,9627
"SENEGAL",1969,134
"SEYCHELLES",1969,2
"SIERRA LEONE",1969,302
"SINGAPORE",1969,1965
"SOLOMON ISLANDS",1969,10
"SOMALIA",1969,44
"SOUTH AFRICA",1969,39073
"SPAIN",1969,26420
"SRI LANKA",1969,1178
"ST. KITTS-NEVIS-ANGUILLA",1969,7
"ST. PIERRE & MIQUELON",1969,9
"ST. VINCENT & THE GRENADINES",1969,8
"SUDAN",1969,1141
"SURINAME",1969,415
"SWAZILAND",1969,83
"SWEDEN",1969,23580
"SWITZERLAND",1969,10389
"SYRIAN ARAB REPUBLIC",1969,1975
"TAIWAN",1969,7180
"TANGANYIKA",1969,484
"THAILAND",1969,3971
"TOGO",1969,66
"TONGA",1969,3
"TRINIDAD AND TOBAGO",1969,1065
"TUNISIA",1969,1052
"TURKEY",1969,10583
"UGANDA",1969,321
"UNITED ARAB EMIRATES",1969,5597
"UNITED KINGDOM",1969,171491
"UNITED STATES OF AMERICA",1969,1097559
"URUGUAY",1969,1526
"USSR",1969,611655
"VANUATU",1969,12
"VENEZUELA",1969,18816
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1969,14782
"ZAMBIA",1969,1166
"ZANZIBAR",1969,6
"ZIMBABWE",1969,1841
