"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"AFGHANISTAN",2000,211
"ALBANIA",2000,824
"ALGERIA",2000,23960
"ANDORRA",2000,143
"ANGOLA",2000,2602
"ANGUILLA",2000,24
"ANTARCTIC FISHERIES",2000,1
"ANTIGUA & BARBUDA",2000,94
"ARGENTINA",2000,38761
"ARMENIA",2000,945
"ARUBA",2000,649
"AUSTRALIA",2000,89840
"AUSTRIA",2000,16985
"AZERBAIJAN",2000,8047
"BAHAMAS",2000,455
"BAHRAIN",2000,5084
"BANGLADESH",2000,7600
"BARBADOS",2000,324
"BELARUS",2000,14668
"BELGIUM",2000,31393
"BELIZE",2000,108
"BENIN",2000,436
"BERMUDA",2000,141
"BHUTAN",2000,108
"BOSNIA & HERZEGOVINA",2000,3760
"BOTSWANA",2000,1031
"BRAZIL",2000,89442
"BRITISH VIRGIN ISLANDS",2000,28
"BRUNEI (DARUSSALAM)",2000,1285
"BULGARIA",2000,11871
"BURKINA FASO",2000,284
"BURUNDI",2000,74
"CAMBODIA",2000,539
"CANADA",2000,145727
"CAPE VERDE",2000,59
"CAYMAN ISLANDS",2000,127
"CENTRAL AFRICAN REPUBLIC",2000,73
"CHAD",2000,48
"CHILE",2000,16039
"CHINA (MAINLAND)",2000,928601
"COLOMBIA",2000,15796
"COMOROS",2000,28
"CONGO",2000,286
"COOK ISLANDS",2000,13
"COSTA RICA",2000,1493
"COTE D IVOIRE",2000,1852
"CROATIA",2000,5274
"CUBA",2000,7113
"CYPRUS",2000,1890
"CZECH REPUBLIC",2000,33774
"DEMOCRATIC PEOPLE S REPUBLIC OF KOREA",2000,18997
"DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE)",2000,222
"DENMARK",2000,13998
"DJIBOUTI",2000,93
"DOMINICA",2000,28
"DOMINICAN REPUBLIC",2000,5397
"ECUADOR",2000,5650
"EGYPT",2000,38540
"EL SALVADOR",2000,1566
"EQUATORIAL GUINEA",2000,124
"ERITREA",2000,166
"ESTONIA",2000,4052
"ETHIOPIA",2000,968
"FAEROE ISLANDS",2000,188
"FALKLAND ISLANDS (MALVINAS)",2000,10
"FEDERATED STATES OF MICRONESIA",2000,34
"FIJI",2000,230
"FINLAND",2000,14297
"FRANCE (INCLUDING MONACO)",2000,98780
"FRENCH GUIANA",2000,127
"FRENCH POLYNESIA",2000,155
"GABON",2000,1280
