"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"AFGHANISTAN",1963,193
"ALBANIA",1963,568
"ALGERIA",1963,1480
"ANGOLA",1963,314
"ANTIGUA & BARBUDA",1963,23
"ARGENTINA",1963,13658
"AUSTRALIA",1963,27551
"AUSTRIA",1963,10088
"BAHAMAS",1963,193
"BAHRAIN",1963,326
"BARBADOS",1963,52
"BELGIUM",1963,28847
"BELIZE",1963,17
"BENIN",1963,33
"BERMUDA",1963,41
"BRAZIL",1963,15167
"BRITISH VIRGIN ISLANDS",1963,1
"BRUNEI (DARUSSALAM)",1963,97
"BULGARIA",1963,9384
"BURKINA FASO",1963,24
"BURUNDI",1963,13
"CAMBODIA",1963,106
"CANADA",1963,57570
"CAPE VERDE",1963,4
"CAYMAN ISLANDS",1963,3
"CENTRAL AFRICAN REPUBLIC",1963,20
"CHAD",1963,25
"CHILE",1963,4733
"CHINA (MAINLAND)",1963,119088
"COLOMBIA",1963,5797
"COMOROS",1963,3
"CONGO",1963,64
"COSTA RICA",1963,164
"COTE D IVOIRE",1963,170
"CUBA",1963,3556
"CYPRUS",1963,269
"CZECHOSLOVAKIA",1963,43415
"DEMOCRATIC PEOPLE S REPUBLIC OF KOREA",1963,8962
"DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE)",1963,626
"DEMOCRATIC REPUBLIC OF VIETNAM",1963,1919
"DENMARK",1963,11101
"DJIBOUTI",1963,18
"DOMINICA",1963,4
"DOMINICAN REPUBLIC",1963,341
"EAST & WEST PAKISTAN",1963,5049
"ECUADOR",1963,490
"EGYPT",1963,5878
"EL SALVADOR",1963,307
"EQUATORIAL GUINEA",1963,7
"ETHIOPIA",1963,115
"FAEROE ISLANDS",1963,34
"FALKLAND ISLANDS (MALVINAS)",1963,13
"FEDERAL REPUBLIC OF GERMANY",1963,174409
"FIJI",1963,66
"FINLAND",1963,5279
"FORMER DEMOCRATIC YEMEN",1963,774
"FORMER GERMAN DEMOCRATIC REPUBLIC",1963,83680
"FORMER PANAMA CANAL ZONE",1963,152
"FORMER YEMEN",1963,22
"FRANCE (INCLUDING MONACO)",1963,91088
"FRENCH GUIANA",1963,7
"FRENCH POLYNESIA",1963,18
"GABON",1963,20
"GAMBIA",1963,8
"GHANA",1963,470
"GIBRALTAR",1963,15
"GREECE",1963,3343
"GREENLAND",1963,90
"GRENADA",1963,4
"GUADELOUPE",1963,56
"GUATEMALA",1963,415
"GUINEA",1963,190
"GUINEA BISSAU",1963,13
"GUYANA",1963,168
"HAITI",1963,68
"HONDURAS",1963,194
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",1963,1159
"HUNGARY",1963,15348
"ICELAND",1963,356
"INDIA",1963,42019
"INDONESIA",1963,6213
"IRAQ",1963,2562
"IRELAND",1963,3671
"ISLAMIC REPUBLIC OF IRAN",1963,11274
"ISRAEL",1963,2239
"ITALY (INCLUDING SAN MARINO)",1963,44936
"JAMAICA",1963,654
"JAPAN",1963,88689
"JORDAN",1963,333
"KENYA",1963,779
"KIRIBATI",1963,5
"KUWAIT",1963,4643
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1963,40
"LEBANON",1963,826
"LIBERIA",1963,97
"LIBYAN ARAB JAMAHIRIYAH",1963,399
"LUXEMBOURG",1963,3122
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1963,29
"MADAGASCAR",1963,126
"MALI",1963,48
"MALTA",1963,112
"MARTINIQUE",1963,57
"MAURITANIA",1963,24
"MAURITIUS",1963,57
"MEXICO",1963,18097
"MONGOLIA",1963,437
"MONTSERRAT",1963,1
"MOROCCO",1963,1080
"MOZAMBIQUE",1963,453
"MYANMAR (FORMERLY BURMA)",1963,719
"NEPAL",1963,27
"NETHERLAND ANTILLES AND ARUBA",1963,3321
"NETHERLANDS",1963,24878
"NEW CALEDONIA",1963,169
"NEW ZEALAND",1963,3335
"NICARAGUA",1963,230
"NIGER",1963,24
"NIGERIA",1963,1459
"NORWAY",1963,4086
"PACIFIC ISLANDS (PALAU)",1963,15
"PANAMA",1963,323
"PAPUA NEW GUINEA",1963,70
"PARAGUAY",1963,112
"PENINSULAR MALAYSIA",1963,1355
"PERU",1963,2791
"PHILIPPINES",1963,3132
"PLURINATIONAL STATE OF BOLIVIA",1963,331
"POLAND",1963,63054
"PORTUGAL",1963,2734
"QATAR",1963,1674
"REPUBLIC OF CAMEROON",1963,82
"REPUBLIC OF KOREA",1963,5755
"REPUBLIC OF SOUTH VIETNAM",1963,568
"REUNION",1963,31
"RHODESIA-NYASALAND",1963,2318
"ROMANIA",1963,18961
"RWANDA",1963,23
"RYUKYU ISLANDS",1963,117
"SABAH",1963,54
"SAINT LUCIA",1963,6
"SAMOA",1963,6
"SAO TOME & PRINCIPE",1963,2
"SARAWAK",1963,182
"SAUDI ARABIA",1963,1894
"SENEGAL",1963,235
"SEYCHELLES",1963,2
"SIERRA LEONE",1963,101
"SINGAPORE",1963,927
"SOLOMON ISLANDS",1963,4
"SOMALIA",1963,28
"SOUTH AFRICA",1963,29950
"SPAIN",1963,16041
"SRI LANKA",1963,691
"ST. KITTS-NEVIS-ANGUILLA",1963,5
"ST. PIERRE & MIQUELON",1963,10
"ST. VINCENT & THE GRENADINES",1963,4
"SUDAN",1963,458
"SURINAME",1963,145
"SWEDEN",1963,15100
"SWITZERLAND",1963,7937
"SYRIAN ARAB REPUBLIC",1963,985
"TAIWAN",1963,4126
"TANGANYIKA",1963,210
"THAILAND",1963,1519
"TOGO",1963,29
"TONGA",1963,3
"TRINIDAD AND TOBAGO",1963,357
"TUNISIA",1963,531
"TURKEY",1963,6182
"UGANDA",1963,118
"UNITED ARAB EMIRATES",1963,6
"UNITED KINGDOM",1963,164664
"UNITED STATES OF AMERICA",1963,850622
"URUGUAY",1963,1178
"USSR",1963,458556
"VANUATU",1963,9
"VENEZUELA",1963,15327
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1963,11425
"ZANZIBAR",1963,9
