"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"MALAWI",1993,243
"MALAYSIA",1993,25013
"MALDIVES",1993,54
"MALI",1993,124
"MALTA",1993,723
"MARSHALL ISLANDS",1993,17
"MARTINIQUE",1993,432
"MAURITANIA",1993,268
"MAURITIUS",1993,484
"MEXICO",1993,92574
"MONGOLIA",1993,2532
"MONTSERRAT",1993,8
"MOROCCO",1993,7695
"MOZAMBIQUE",1993,294
"MYANMAR (FORMERLY BURMA)",1993,1457
"NAMIBIA",1993,379
"NAURU",1993,31
"NEPAL",1993,400
"NETHERLAND ANTILLES",1993,1502
"NETHERLANDS",1993,44942
"NEW CALEDONIA",1993,501
"NEW ZEALAND",1993,7278
"NICARAGUA",1993,628
"NIGER",1993,213
"NIGERIA",1993,12309
"NIUE",1993,2
"NORWAY",1993,9585
"OCCUPIED PALESTINIAN TERRITORY",1993,255
"OMAN",1993,3670
"PAKISTAN",1993,21273
"PALAU",1993,64
"PANAMA",1993,1075
"PAPUA NEW GUINEA",1993,544
"PARAGUAY",1993,782
"PERU",1993,6440
"PHILIPPINES",1993,13494
"PLURINATIONAL STATE OF BOLIVIA",1993,2135
"POLAND",1993,96333
"PORTUGAL",1993,12797
"QATAR",1993,8378
"REPUBLIC OF CAMEROON",1993,1063
"REPUBLIC OF KOREA",1993,87797
"REPUBLIC OF MOLDOVA",1993,4262
"REUNION",1993,393
"ROMANIA",1993,34169
"RUSSIAN FEDERATION",1993,528619
"RWANDA",1993,135
"SAINT HELENA",1993,3
"SAINT LUCIA",1993,61
"SAMOA",1993,30
"SAO TOME & PRINCIPE",1993,13
"SAUDI ARABIA",1993,85579
"SENEGAL",1993,980
"SEYCHELLES",1993,50
"SIERRA LEONE",1993,122
"SINGAPORE",1993,13959
"SLOVAKIA",1993,11694
"SLOVENIA",1993,3590
"SOLOMON ISLANDS",1993,39
"SOMALIA",1993,175
"SOUTH AFRICA",1993,87551
"SPAIN",1993,59791
"SRI LANKA",1993,1375
"ST. KITTS-NEVIS",1993,31
"ST. PIERRE & MIQUELON",1993,20
"ST. VINCENT & THE GRENADINES",1993,28
"SUDAN",1993,824
"SURINAME",1993,557
"SWAZILAND",1993,36
"SWEDEN",1993,14114
"SWITZERLAND",1993,11113
"SYRIAN ARAB REPUBLIC",1993,12453
"TAIWAN",1993,42862
"TAJIKISTAN",1993,1412
"THAILAND",1993,34074
"TOGO",1993,236
"TONGA",1993,23
"TRINIDAD AND TOBAGO",1993,4901
"TUNISIA",1993,4500
"TURKEY",1993,43397
"TURKMENISTAN",1993,7722
"TURKS AND CAICOS ISLANDS",1993,11
"TUVALU",1993,2
"UGANDA",1993,213
"UKRAINE",1993,147078
"UNITED ARAB EMIRATES",1993,17993
"UNITED KINGDOM",1993,148817
"UNITED REPUBLIC OF TANZANIA",1993,708
"UNITED STATES OF AMERICA",1993,1371332
"URUGUAY",1993,1218
"UZBEKISTAN",1993,31697
"VANUATU",1993,17
"VENEZUELA",1993,33922
"VIET NAM",1993,6274
"YEMEN",1993,2374
"YUGOSLAVIA (MONTENEGRO & SERBIA)",1993,10769
"ZAMBIA",1993,682
"ZIMBABWE",1993,4462
