"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"TURKEY",1971,13017
"UGANDA",1971,393
"UNITED ARAB EMIRATES",1971,5777
"UNITED KINGDOM",1971,180219
"UNITED REPUBLIC OF TANZANIA",1971,672
"UNITED STATES OF AMERICA",1971,1188102
"URUGUAY",1971,1584
"USSR",1971,682832
"VANUATU",1971,16
"VENEZUELA",1971,17061
"VIET NAM",1971,6689
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1971,20819
"ZAMBIA",1971,1034
"ZIMBABWE",1971,2384
