"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"NETHERLAND ANTILLES AND ARUBA",1966,2709
"NETHERLANDS",1966,28267
"NEW CALEDONIA",1966,412
"NEW ZEALAND",1966,3822
"NICARAGUA",1966,262
"NIGER",1966,37
"NIGERIA",1966,3520
"NORWAY",1966,5335
"OMAN",1966,8
"PACIFIC ISLANDS (PALAU)",1966,18
"PANAMA",1966,452
"PAPUA NEW GUINEA",1966,93
"PARAGUAY",1966,140
"PENINSULAR MALAYSIA",1966,2098
"PERU",1966,3615
"PHILIPPINES",1966,4397
"PLURINATIONAL STATE OF BOLIVIA",1966,461
"POLAND",1966,68906
"PORTUGAL",1966,3232
"QATAR",1966,1712
"REPUBLIC OF CAMEROON",1966,94
"REPUBLIC OF KOREA",1966,8185
"REPUBLIC OF SOUTH VIETNAM",1966,2841
"REUNION",1966,49
"ROMANIA",1966,22957
"RWANDA",1966,12
"RYUKYU ISLANDS",1966,163
"SABAH",1966,91
"SAINT LUCIA",1966,8
"SAMOA",1966,7
"SAO TOME & PRINCIPE",1966,3
"SARAWAK",1966,496
"SAUDI ARABIA",1966,1749
"SENEGAL",1966,469
"SEYCHELLES",1966,2
"SIERRA LEONE",1966,82
"SINGAPORE",1966,184
"SOLOMON ISLANDS",1966,7
"SOMALIA",1966,38
"SOUTH AFRICA",1966,35003
"SPAIN",1966,21197
"SRI LANKA",1966,726
"ST. KITTS-NEVIS-ANGUILLA",1966,6
"ST. PIERRE & MIQUELON",1966,12
"ST. VINCENT & THE GRENADINES",1966,5
"SUDAN",1966,721
"SURINAME",1966,299
"SWAZILAND",1966,55
"SWEDEN",1966,19796
"SWITZERLAND",1966,8598
"SYRIAN ARAB REPUBLIC",1966,1341
"TAIWAN",1966,5315
"TANGANYIKA",1966,366
"THAILAND",1966,2585
"TOGO",1966,49
"TONGA",1966,3
"TRINIDAD AND TOBAGO",1966,1106
"TUNISIA",1966,787
"TURKEY",1966,8603
"UGANDA",1966,200
"UNITED ARAB EMIRATES",1966,7
"UNITED KINGDOM",1966,168684
"UNITED STATES OF AMERICA",1966,971333
"URUGUAY",1966,1474
"USSR",1966,546330
"VANUATU",1966,21
"VENEZUELA",1966,15552
"YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC)",1966,13197
"ZAMBIA",1966,955
"ZANZIBAR",1966,8
"ZIMBABWE",1966,1649
