"iso","treecover_loss__ha","treecover_loss__year"
"PRI",595.27982619763,2010
"PRK",19020.6197307171,2010
"PRT",48401.1528359182,2010
"PRY",442300.414401278,2010
"PSE",1.310659811784,2010
"REU",223.366945342142,2010
"ROU",17781.7648709241,2010
"RUS",1859545.07253201,2010
"RWA",2449.76849725163,2010
"SDN",41.8387576475393,2010
"SEN",153.825393247226,2010
"SGP",43.9925968665546,2010
"SLB",6418.01787203086,2010
"SLE",8782.21451403805,2010
"SLV",2873.01771746149,2010
"SOM",139.646429204855,2010
"SRB",2461.86868524779,2010
"SSD",3879.41041129476,2010
"SUR",7000.3974152904,2010
"SVK",17103.917573666,2010
"SVN",1433.95135342047,2010
"SWE",263646.420904534,2010
"SWZ",6660.33948273828,2010
"SXM",0.219730671323772,2010
"SYR",240.532966553507,2010
"TCA",38.4186888047091,2010
"TCD",254.652473862445,2010
"TGO",514.105134382653,2010
"THA",134984.309304083,2010
"TJK",10.8578896482273,2010
"TKM",8.87322163565125,2010
"TLS",649.010716876912,2010
"TTO",3406.83339102151,2010
"TUN",398.039719157247,2010
"TUR",17007.9651433214,2010
"TWN",2459.82198896232,2010
"TZA",138486.410516337,2010
"UGA",34149.4189336601,2010
"UKR",52441.0551513813,2010
"URY",17826.2689407329,2010
"USA",2167662.18831333,2010
"UZB",31.9242427934784,2010
"VCT",65.7919418681747,2010
"VEN",101285.582103029,2010
"VGB",3.94622511638649,2010
"VIR",21.3449541141252,2010
"VNM",174256.193881768,2010
"VUT",307.628911653678,2010
"XAD",0.127113335286451,2010
"XCA",21.9228294525709,2010
"XKO",468.277228589384,2010
"XNC",9.77342331237187,2010
"ZAF",61758.7512704816,2010
"ZMB",173983.632295963,2010
"ZWE",6635.29841011679,2010
