"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"MOZAMBIQUE",2006,540
"MYANMAR (FORMERLY BURMA)",2006,3504
"NAMIBIA",2006,636
"NAURU",2006,12
"NEPAL",2006,699
"NETHERLAND ANTILLES",2006,1630
"NETHERLANDS",2006,48988
"NEW CALEDONIA",2006,742
"NEW ZEALAND",2006,9121
"NICARAGUA",2006,1218
"NIGER",2006,189
"NIGERIA",2006,26968
"NIUE",2006,1
"NORWAY",2006,12069
"OCCUPIED PALESTINIAN TERRITORY",2006,618
"OMAN",2006,10800
"PAKISTAN",2006,39835
"PALAU",2006,72
"PANAMA",2006,2010
"PAPUA NEW GUINEA",2006,1175
"PARAGUAY",2006,1087
"PERU",2006,9511
"PHILIPPINES",2006,18460
"PLURINATIONAL STATE OF BOLIVIA",2006,4106
"POLAND",2006,86976
"PORTUGAL",2006,16312
"QATAR",2006,17310
"REPUBLIC OF CAMEROON",2006,1053
"REPUBLIC OF KOREA",2006,128349
"REPUBLIC OF MOLDOVA",2006,1362
"REUNION",2006,988
"ROMANIA",2006,28184
"RUSSIAN FEDERATION",2006,455212
"RWANDA",2006,144
"SAINT HELENA",2006,3
"SAINT LUCIA",2006,100
"SAMOA",2006,45
"SAO TOME & PRINCIPE",2006,23
"SAUDI ARABIA",2006,118009
"SENEGAL",2006,1290
"SERBIA",2006,14728
"SEYCHELLES",2006,200
"SIERRA LEONE",2006,200
"SINGAPORE",2006,8399
"SLOVAKIA",2006,10664
"SLOVENIA",2006,4430
"SOLOMON ISLANDS",2006,45
"SOMALIA",2006,162
"SOUTH AFRICA",2006,122142
"SPAIN",2006,95456
"SRI LANKA",2006,3266
"ST. KITTS-NEVIS",2006,55
"ST. PIERRE & MIQUELON",2006,18
"ST. VINCENT & THE GRENADINES",2006,60
"SUDAN",2006,3276
"SURINAME",2006,476
"SWAZILAND",2006,277
"SWEDEN",2006,13518
"SWITZERLAND",2006,11413
"SYRIAN ARAB REPUBLIC",2006,14612
"TAIWAN",2006,72841
"TAJIKISTAN",2006,725
"THAILAND",2006,68734
"TIMOR-LESTE (FORMERLY EAST TIMOR)",2006,49
"TOGO",2006,333
"TONGA",2006,35
"TRINIDAD AND TOBAGO",2006,11638
"TUNISIA",2006,6270
"TURKEY",2006,71343
"TURKMENISTAN",2006,13502
"TURKS AND CAICOS ISLANDS",2006,39
"TUVALU",2006,2
"UGANDA",2006,692
"UKRAINE",2006,89018
"UNITED ARAB EMIRATES",2006,33781
"UNITED KINGDOM",2006,147657
"UNITED REPUBLIC OF TANZANIA",2006,1644
"UNITED STATES OF AMERICA",2006,1553664
"URUGUAY",2006,1813
"UZBEKISTAN",2006,32803
"VANUATU",2006,13
"VENEZUELA",2006,46227
"VIET NAM",2006,28019
"WALLIS AND FUTUNA ISLANDS",2006,8
"YEMEN",2006,5813
"ZAMBIA",2006,625
"ZIMBABWE",2006,2849
