"Nation","Year","Total.CO2.emissions.from.fossil.fuels.and.cement.production..thousand.metric.tons.of.C."
"GUINEA",1997,387
"GUINEA BISSAU",1997,55
"GUYANA",1997,434
"HAITI",1997,373
"HONDURAS",1997,1134
"HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA",1997,8373
"HUNGARY",1997,16604
"ICELAND",1997,574
"INDIA",1997,250255
"INDONESIA",1997,75991
"IRAQ",1997,18628
"IRELAND",1997,9931
"ISLAMIC REPUBLIC OF IRAN",1997,73437
"ISRAEL",1997,15239
"ITALY (INCLUDING SAN MARINO)",1997,117395
"JAMAICA",1997,2763
"JAPAN",1997,327458
"JORDAN",1997,3932
"KAZAKHSTAN",1997,35304
"KENYA",1997,2254
"KIRIBATI",1997,7
"KUWAIT",1997,14977
"KYRGYZSTAN",1997,1530
"LAO PEOPLE S DEMOCRATIC REPUBLIC",1997,166
"LATVIA",1997,2306
"LEBANON",1997,4267
"LESOTHO",1997,483
"LIBERIA",1997,95
"LIBYAN ARAB JAMAHIRIYAH",1997,12265
"LITHUANIA",1997,4183
"LUXEMBOURG",1997,2165
"MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA",1997,406
"MACEDONIA",1997,2900
"MADAGASCAR",1997,450
"MALAWI",1997,263
"MALAYSIA",1997,34039
"MALDIVES",1997,90
"MALI",1997,143
"MALTA",1997,687
"MARSHALL ISLANDS",1997,18
"MARTINIQUE",1997,445
"MAURITANIA",1997,305
"MAURITIUS",1997,545
"MEXICO",1997,100837
"MONGOLIA",1997,2102
"MONTSERRAT",1997,9
"MOROCCO",1997,8689
"MOZAMBIQUE",1997,307
"MYANMAR (FORMERLY BURMA)",1997,2045
"NAMIBIA",1997,490
"NAURU",1997,28
"NEPAL",1997,759
"NETHERLAND ANTILLES",1997,1395
"NETHERLANDS",1997,48626
"NEW CALEDONIA",1997,499
"NEW ZEALAND",1997,8460
"NICARAGUA",1997,857
"NIGER",1997,248
"NIGERIA",1997,11543
"NIUE",1997,2
"NORWAY",1997,9845
"OCCUPIED PALESTINIAN TERRITORY",1997,236
"OMAN",1997,4223
"PAKISTAN",1997,25828
"PALAU",1997,65
"PANAMA",1997,1540
"PAPUA NEW GUINEA",1997,703
"PARAGUAY",1997,1144
"PERU",1997,7493
"PHILIPPINES",1997,19405
"PLURINATIONAL STATE OF BOLIVIA",1997,2984
"POLAND",1997,95316
"PORTUGAL",1997,14473
"QATAR",1997,10225
"REPUBLIC OF CAMEROON",1997,877
"REPUBLIC OF KOREA",1997,117271
"REPUBLIC OF MOLDOVA",1997,1936
"REUNION",1997,609
"ROMANIA",1997,30713
"RUSSIAN FEDERATION",1997,416147
"RWANDA",1997,136
"SAINT HELENA",1997,3
"SAINT LUCIA",1997,84
"SAMOA",1997,35
"SAO TOME & PRINCIPE",1997,13
"SAUDI ARABIA",1997,58969
"SENEGAL",1997,890
"SEYCHELLES",1997,93
"SIERRA LEONE",1997,121
"SINGAPORE",1997,15934
"SLOVAKIA",1997,11194
"SLOVENIA",1997,4325
"SOLOMON ISLANDS",1997,39
"SOMALIA",1997,147
"SOUTH AFRICA",1997,105299
"SPAIN",1997,68741
"SRI LANKA",1997,2077
"ST. KITTS-NEVIS",1997,39
"ST. PIERRE & MIQUELON",1997,13
"ST. VINCENT & THE GRENADINES",1997,36
"SUDAN",1997,1478
"SURINAME",1997,575
"SWAZILAND",1997,328
"SWEDEN",1997,14221
"SWITZERLAND",1997,11308
"SYRIAN ARAB REPUBLIC",1997,11170
"TAIWAN",1997,53583
"TAJIKISTAN",1997,587
"THAILAND",1997,50700
"TOGO",1997,269
"TONGA",1997,27
"TRINIDAD AND TOBAGO",1997,5016
"TUNISIA",1997,4621
"TURKEY",1997,54141
"TURKMENISTAN",1997,8351
"TURKS AND CAICOS ISLANDS",1997,15
"TUVALU",1997,2
"UGANDA",1997,302
"UKRAINE",1997,93045
"UNITED ARAB EMIRATES",1997,11357
"UNITED KINGDOM",1997,143808
"UNITED REPUBLIC OF TANZANIA",1997,786
"UNITED STATES OF AMERICA",1997,1464062
"URUGUAY",1997,1515
"UZBEKISTAN",1997,29243
"VANUATU",1997,23
"VENEZUELA",1997,36539
"VIET NAM",1997,12299
"YEMEN",1997,3643
"YUGOSLAVIA (MONTENEGRO & SERBIA)",1997,13917
"ZAMBIA",1997,652
"ZIMBABWE",1997,3929
